feature	Actinobacteria	Bacteroidetes	Cyanobacteria	Euryarchaeota	Firmicutes	Fusobacteria	Proteobacteria	Synergistetes	Tenericutes	Verrucomicrobia
LLM.2016.08.14	0.00377628087364768	0.20514390691978	0.000408246580934885	NA	0.476832006531945	0.00734843845682792	0.246785058175138	0.000714431516636048	0.00581751377832211	0.0531741171667687
LLM.2016.09.04	0.00110954206173089	0.31783336695582	0.00030260238047206	NA	0.611862013314505	0.00363122856566472	0.0437764777082913	0.00030260238047206	0.00242081904377648	0.0187613475892677
LLM.2016.09.11	0.00152037299817555	0.322217717413339	0.0107439691871072	NA	0.588891141293331	0.00141901479829718	0.0280762213663085	0.00020271639975674	0.0105412527873505	0.0363875937563349
LLM.2016.10.08	0.00181689714343394	0.245987685474917	0.00302816190572323	NA	0.653881094175835	0.0140304834965176	0.0409811244574543	NA	0.009387301907742	0.0308872514383769
LLM.2016.10.17	0.00161095449053564	0.157068062827225	0.00110753121224325	NA	0.750604107933951	0.00412807088199758	0.0254732178815948	NA	0.00523560209424084	0.0547724526782118
LLM.2016.10.26	0.00181195892893094	0.362190457016308	0.0088584658747735	NA	0.585967384739279	NA	0.03311858264546	NA	0.00301993154821824	0.0050332192470304
LLM.2016.11.05	0.00589370998882227	0.421095417132405	0.00193069809978661	NA	0.499441113707956	0.00203231378924906	0.0228635301290519	0.000609694136774718	0.00690986688344681	0.0392236561325069
LLM.2016.11.09	0.00030229746070133	0.370213623538896	0.00151148730350665	NA	0.419286577992745	0.00392986698911729	0.0524989923417977	NA	0.00030229746070133	0.151954856912535
LLM.2016.11.10	0.000301659125188537	0.50316742081448	0.00583207642031172	NA	0.4473604826546	0.000402212166918049	0.0352941176470588	NA	0.000301659125188537	0.0073403720462544
LLM.2016.11.13	0.000604716790969563	0.34529328764362	0.00453537593227172	NA	0.581435194517234	0.00262043942753477	0.0403144527313042	NA	0.0043338036686152	0.0208627292884499
LLM.2016.11.20	0.00182075662553105	0.162451952255715	0.0022253692089824	NA	0.737608739631803	NA	0.0223548452356868	0.00101153145862836	0.00839571110661542	0.0641310944770382
LLM.2016.11.27	0.00285714285714286	0.262755102040816	0.0107142857142857	NA	0.628163265306122	0.000918367346938776	0.0290816326530612	0.000408163265306123	0.0110204081632653	0.0540816326530612
LLM.2016.12.01	0.00265224931143528	0.184331327144752	0.0113230643680506	NA	0.626134856676527	NA	0.155258594307865	0.000204019177802713	0.0146893808017954	0.00540650821177191
LLM.2016.12.03	0.000200260338439972	0.345048563132072	NA	NA	0.0423550615800541	NA	0.612195854610994	NA	NA	0.000200260338439972
LLM.2016.12.04	NA	0.108582314016443	NA	NA	0.114998997393222	0.000300782033286545	0.775416081812713	NA	0.000401042711048727	0.000300782033286545
LLM.2016.12.11	0.000202511138112596	0.419603078169299	0.000202511138112596	NA	0.56399351964358	0.000202511138112596	0.0150870797893884	0.000202511138112596	NA	0.00050627784528149
LLM.2016.12.17	NA	0.172116863147104	0.00123013839056894	NA	0.793029215786776	0.000512557662737058	0.0171194259354177	0.000512557662737058	0.0111737570476679	0.00430548436699129
LLM.2016.12.25	0.000204771168219515	0.306644824408723	0.0218081294153783	NA	0.607351284939081	NA	0.0410566192280127	0.0062455206306952	0.000204771168219515	0.0164840790416709
LLM.2017.01.01	0.00283860502838605	0.374594484995945	0.0134833738848337	NA	0.574310624493106	NA	0.0241281427412814	0.00172343876723439	0.00253446877534469	0.00638686131386861
LLM.2017.01.08	0.000510986203372509	0.242105263157895	0.00429228410832908	0.000204394481349004	0.732754215636178	NA	0.0119570771589167	NA	0.00367910066428207	0.00449667858967808
LLM.2017.01.15	0.00267627380339681	0.179619145651055	0.00349974266598044	0.000411734431291817	0.76829644879053	NA	0.0340710241893978	0.0085434894493052	0.000411734431291817	0.0024704065877509
LLM.2017.01.22	0.00244897959183674	0.271938775510204	0.00275510204081633	NA	0.677142857142857	NA	0.0371428571428572	0.00275510204081633	0.00193877551020408	0.00387755102040816
LLM.2017.01.31	0.00254841997961264	0.268705402650357	0.00224260958205912	NA	0.671865443425076	NA	0.0398572884811417	0.00234454638124363	0.00214067278287462	0.0102956167176351
LLM.2017.02.11	0.00111902339776195	0.344557477110885	0.00233977619532045	NA	0.554323499491353	NA	0.0769074262461851	0.00244150559511699	0.00325534079348932	0.0150559511698881
LLM.2017.02.26	0.000704579768495219	0.0532460996477101	0.000402617010568697	NA	0.470055359838953	NA	0.462204328132864	0.000503271263210871	0.00533467539003523	0.00754906894816306
LLM.2017.03.13	0.00162667751118341	0.133489223261488	0.00254168361122408	NA	0.739833265555104	NA	0.0926189507930053	0.000915006100040667	0.00599837332248882	0.0229768198454656
LLM.2017.04.16	0.000504948495253484	0.411129064835387	0.00212078368006463	NA	0.511714805089881	NA	0.031306806705716	NA	0.00141385578670976	0.0418097354069885
LLM.2017.04.30	0.000706785137318255	0.303715670436187	0.014640549273021	NA	0.583400646203554	NA	0.0400848142164782	0.000100969305331179	0.00393780290791599	0.0534127625201939
LLM.2017.05.14	0.00040440804772015	0.26872914771004	0.0048528965726418	NA	0.627337984025882	NA	0.0394297846527146	0.00151653017895056	0.00313416236983116	0.0545950864422202
LLM.2017.05.28	0.000403144527313042	0.304878048780488	0.00191493650473695	NA	0.604112074178593	NA	0.0213666599475912	0.000201572263656521	0.00010078613182826	0.0670227776657932
LLM.2017.06.25	0.000906344410876133	0.214702920443102	0.00392749244712991	NA	0.554179254783484	NA	0.0312185297079557	0.00171198388721047	0.00171198388721047	0.191641490433031
LLM.2017.07.17	0.000604655850045349	0.351909704726393	0.00413181497530989	NA	0.571702106217878	NA	0.0583492895293762	0.000201551950015116	0.00171319157512849	0.0113876851758541
LLM.2017.08.13	0.000402860308188136	0.296001611441233	0.00694934031624534	NA	0.638231443247054	NA	0.0379695840467318	0.000201430154094068	0.00100715077047034	0.0192365797159835
LLM.2017.09.16	0.00050332192470304	0.23183007851822	0.00684517817596134	NA	0.672538755788202	NA	0.0387557882021341	0.000704650694584256	0.00332192470304006	0.0455003019931548
LLM.2017.10.15	0.000606673407482305	0.32366026289181	0.00667340748230536	NA	0.543781597573306	NA	0.0269969666329626	0.000202224469160768	0.00222446916076845	0.0958543983822043
LLM.2017.10.25	0.000403022670025189	0.214710327455919	0.0113853904282116	NA	0.634659949622166	NA	0.0803022670025189	0.00231738035264484	0.00181360201511335	0.0544080604534005
LLM.2017.11.09	0.00101327388793191	0.532070118553045	0.00496504205086635	NA	0.392440976796028	NA	0.019657513425879	0.00131725605431148	0.00141858344310467	0.0471172357888337
LLM.2017.12.03	0.00030260238047206	0.26982045592092	0.0092798063344765	NA	0.608634254589469	NA	0.0597135364131531	0.000100867460157353	0.000605204760944119	0.0515432721404075
LLM.2017.12.10	0.000201633229156165	0.202338945458212	0.00594818026010687	NA	0.603488254864401	NA	0.121181570722855	0.00131061598951507	0.00191551567698357	0.06361528379877
LLM.2017.12.31	0.000604838709677419	0.15383064516129	0.000806451612903226	NA	0.782157258064516	NA	0.038508064516129	NA	0.00191532258064516	0.0221774193548387
LLM.2018.01.14	0.00020224491859642	0.242491657397108	0.0079886742845586	NA	0.60734149054505	NA	0.11639195065224	0.00192132672666599	0.00455051066841946	0.0191121448073617
LLM.2018.01.24	0.00020185708518369	0.273819136051675	0.00141299959628583	NA	0.638978603148971	NA	0.0473354864755753	0.00040371417036738	0.00282599919257166	0.0350222042793702
LLM.2018.02.12	NA	0.223700120918984	0.00141072148327287	NA	0.507557436517533	NA	0.217754937525191	0.000201531640467553	0.00201531640467553	0.0473599355098751
LLM.2018.02.25	0.00131752305665349	0.182730313165096	0.00263504611330698	NA	0.574744096483227	NA	0.119590554373163	0.00141887098408838	0.00415526502483024	0.113408330799635
LLM.2018.03.10	0.000505050505050505	0.108686868686869	0.00131313131313131	NA	0.602828282828283	NA	0.249393939393939	0.000303030303030303	0.000404040404040404	0.0365656565656566
LLM.2018.03.26	0.00121703853955375	0.227991886409736	0.00121703853955375	NA	0.724847870182556	0.000202839756592292	0.0193711967545639	0.00182555780933063	0.00152129817444219	0.0218052738336714
LLM.2018.04.08	0.00101112234580384	0.103437815975733	0.00111223458038423	NA	0.611729019211324	NA	0.245904954499494	NA	0.00556117290192113	0.0312436804853387
LLM.2018.04.20	0.000604229607250755	0.380060422960725	0.00443101711983887	NA	0.576636455186304	NA	0.0202416918429003	0.000201409869083585	0.00120845921450151	0.0166163141993958
LLM.2018.05.13	0.000503676840938854	0.333534804069709	0.0017125012591921	NA	0.595849702830664	NA	0.0239750176286894	0.000201470736375541	0.00130955978644102	0.0429132668479903
LLM.2018.05.27	0.000806451612903226	0.292741935483871	0.00856854838709678	NA	0.507661290322581	0.00030241935483871	0.155342741935484	0.00110887096774194	0.00030241935483871	0.0331653225806452
LLM.2018.06.10	0.000503524672708963	0.282678751258812	0.00151057401812689	NA	0.554884189325277	0.000201409869083585	0.135146022155086	0.000201409869083585	0.00171198388721047	0.0231621349446123
LLM.2018.06.24	0.000301477238468496	0.382775600442167	0.0025123103205708	NA	0.496131042106321	NA	0.0828057481660135	NA	0.000502462064114159	0.0349713596623455
LLM.2018.07.01	0.00277349768875193	0.176579352850539	0.000308166409861325	0.000205444273240883	0.636466358500257	NA	0.0628659476117104	0.00061633281972265	0.00513610683102209	0.115048793014895
LLM.2018.07.17	0.00182444759781066	0.143725927427529	0.0010135819987837	NA	0.675045611189945	NA	0.140279748631664	NA	0.00162173119805392	0.0364889519562133
LLM.2018.07.18	0.00030132583366814	0.175974286862194	0.00100441944556047	NA	0.440437926878264	NA	0.361189232623544	0.000401767778224186	0.000200883889112093	0.0204901566894335
LLM.2018.07.29	0.000201409869083585	0.267069486404834	0.00926485397784491	NA	0.571299093655589	NA	0.138670694864048	0.000201409869083585	0.00100704934541793	0.0122860020140987
LLM.2018.08.11	0.000201592581393005	0.188287471021066	0.00292309243019857	NA	0.591976615260558	NA	0.186271545207136	0.00120955548835803	0.00131035177905453	0.0278197762322347
LLM.2018.08.25	0.00101030511214387	0.170337441907456	0.00181854920185896	NA	0.502929884825217	NA	0.251667003435037	0.0068700747625783	0.00171751869064457	0.0636492220650636
LLM.2018.08.31	0.000603561009958757	0.238205411930389	0.00673976461120612	NA	0.419676088924656	NA	0.272206015491399	0.000804748013278342	0.000804748013278342	0.0609596620058344
LLM.2018.09.01	0.000806451612903226	0.205241935483871	0.003125	NA	0.538911290322581	NA	0.203729838709677	0.00241935483870968	0.000907258064516129	0.0448588709677419
LLM.2018.09.18	0.000905432595573441	0.224144869215292	0.00331991951710262	NA	0.544969818913481	0.000301810865191147	0.212173038229376	0.000402414486921529	0.000100603621730382	0.013682092555332
LLM.2018.09.19	NA	0.364997989545637	0.00713711298753518	NA	0.480096501809409	NA	0.138319260152795	NA	0.000301568154402895	0.00914756735022115
LLM.2018.09.24	0.000100573267625465	0.342351402997083	0.000603439605752791	NA	0.332394649502162	NA	0.320325857387107	NA	0.000502866338127326	0.00372121090214221
LLM.2018.09.29	0.000906801007556675	0.161511335012594	0.00110831234256927	0.000302267002518892	0.484937027707809	0.000201511335012594	0.34095717884131	NA	0.00231738035264484	0.00775818639798489
LLM.2018.10.03	0.000807672892478546	0.286925795053004	0.00504795557799091	0.000302877334679455	0.48339222614841	0.000201918223119637	0.2113074204947	0.000807672892478546	0.001110550227158	0.0100959111559818
LLM.2018.10.07	0.000914820085383208	0.480890424883106	0.00711526733075828	0.000711526733075829	0.390119943077861	0.000406586704614759	0.101240089449075	0.000406586704614759	0.000711526733075829	0.0174832282984346
LLM.2018.10.17	0.000708072021039854	0.195023265223548	0.00394497268865062	0.000404612583451345	0.515172971879425	0.000101153145862836	0.251163261177423	0.00121383775035404	0.000809225166902691	0.0314586283633421
LLM.2018.11.04	0.00152253349573691	0.327547706049533	0.000507511165245635	0.00121802679658952	0.467316280958181	0.000101502233049127	0.0529841656516443	0.000406008932196508	0.000406008932196508	0.147990255785627
LLM.2018.11.14	0.000403918004645057	0.300817933959406	0.0130263556498031	0.000504897505806321	0.477330101989296	0.000100979501161264	0.198929617287691	0.000403918004645057	0.0028274260325154	0.0056548520650308
LLM.2018.11.24	0.0013070581138146	0.194651116026543	0.00160868690931028	NA	0.585360949125276	NA	0.196661974663181	0.000301628795495677	0.00351900261411623	0.0165895837522622
LLM.2018.12.01	0.000703800522823246	0.205911924391715	0.0038206314096119	NA	0.618439573697969	NA	0.123064548562236	0.000201085863663784	0.00412226020510758	0.0437361753468731
LLM.2018.12.12	0.000504846526655897	0.330876413570275	0.0108037156704362	NA	0.579765751211632	NA	0.0502827140549273	NA	0.00302907915993538	0.0247374798061389
LLM.2018.12.25	0.00241278777520861	0.217351965416709	0.0225193525686137	NA	0.679501357193124	0.0016085251834724	0.0520760028149191	0.000100532823967025	0.00532823967025234	0.0191012365537348
LLM.2019.01.13	0.00251509054325956	0.229979879275654	0.00251509054325956	NA	0.582796780684105	NA	0.128169014084507	0.000905432595573441	0.00231388329979879	0.0508048289738431
LLM.2019.01.27	0.00252016129032258	0.283165322580645	0.00715725806451613	NA	0.543346774193548	NA	0.143548387096774	0.000504032258064516	0.00342741935483871	0.0163306451612903
LLM.2019.02.10	0.00221930797942096	0.27004943004136	0.00675880157369111	NA	0.597296479370524	NA	0.0941188338545345	0.000706143447997579	0.0039342277817008	0.0249167759507717
LLM.2019.02.24	0.00578562728380024	0.183617539585871	0.00284206252537556	NA	0.648599269183922	NA	0.0937880633373934	0.00142103126268778	0.00304506699147381	0.0609013398294763
LLM.2019.03.18	0.0102237068529203	0.233120761210649	0.00141714748456322	NA	0.568377366130175	NA	0.179572831258225	0.000303674460977832	0.00151837230488916	0.00546614029760097
LLM.2019.03.31	0.00283028403921965	0.329424845850601	0.0030324471848782	NA	0.501364601233195	NA	0.146669362175275	NA	0.0106135651470737	0.00606489436975639
LLM.2019.04.14	0.00873096446700508	0.308020304568528	0.00446700507614213	NA	0.54010152284264	NA	0.102233502538071	0.000710659898477157	0.00649746192893401	0.029238578680203
LLM.2019.04.28	0.00811853054597118	0.221838847168663	0.00182666937284352	NA	0.539070428252486	NA	0.178810635275015	0.000304444895473919	0.00507408159123199	0.0449563628983154
LLM.2019.05.12	0.00576281468001213	0.149226569608735	0.000707714083510262	NA	0.572843999595592	NA	0.255585886159135	0.000606612071580224	0.00222424426246082	0.0130421595389748
LLM.2019.05.19	0.00455281262646702	0.19566976932416	0.0109267503035208	NA	0.561412383650344	0.000202347227842979	0.186058276001619	0.000101173613921489	0.00333872925940915	0.0377377579927155
LLM.2019.06.02	0.00619100781487872	0.192124226124023	0.0046686288440069	NA	0.647924490003045	NA	0.104942657058764	NA	0.00395818532426672	0.0401908048310159
LLM.2019.06.16	0.00423985463355542	0.216737330910559	0.00514839491217444	NA	0.588532202705431	NA	0.169392287502524	NA	0.00393700787401575	0.0120129214617404
LLM.2019.06.23	0.00716375744122692	0.18605589748764	0.000504489960649783	NA	0.504086368681263	NA	0.288063767531026	0.00030269397638987	0.00403591968519827	0.00978710523660579
LLM.2019.07.14	0.00161599838400162	0.142813857186143	0.00141399858600141	NA	0.56974043025957	NA	0.274517725482275	0.000504999495000505	0.00272699727300273	0.00666599333400667
LLM.2019.07.28	0.00345142625114202	0.142016038980814	0.000406050147193178	NA	0.581869860927825	0.000101512536798295	0.213582377423612	0.00111663790478124	0.00162420058877271	0.055831895239062
LLM.2019.08.11	0.00463056170726797	0.191161667002215	0.00322126031809946	NA	0.557177370646265	NA	0.221562311254278	0.000301993154821824	0.00583853432655527	0.0161063015904973
