feature	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52
LLM.2017.05.14	NA	NA	-5.62084898121261	-2.83206978841015	-2.58978390744147	-4.19508507534071	-4.5819027009721	-3.5422799288385	-9.68693817167039	-3.39691932473777	-3.81042122510539	-3.49218131724814	-4.09199158237661	-5.29462074889163	-7.51701317022807	NA	-6.31770436200467	-8.81246905375425	-5.70965824817047	NA	-8.14261765544658	NA	-5.67198783020442	-8.02397315894796	-7.54398021782834	-7.04308198189566	-6.42641062144717	NA	-7.74833871633453	NA	-6.96811992421444	-8.62804448261682	NA	-7.31770436200467	-9.02397315894796	-7.68693817167039	-12.2719006723915	-6.28321598561938	NA	-7.94997257750418	-7.51701317022807	-8.31770436200467	NA	-9.36501007678302	NA	-10.9499725775042	-11.2719006723915	-8.31770436200467	-12.2719006723915	NA	NA	NA
LLM.2017.05.28	NA	NA	-10.6914527411715	-2.66631317889301	-2.91996327167092	-3.89920471150413	-4.66908492814307	-4.4029711293773	-5.84178701425595	-3.73338342163744	-3.44827875769857	-3.20763696390727	-4.12159713284057	-5.16267307584349	-8.52152773972921	NA	-5.72952078200504	-6.86702430575498	-5.39989829532768	NA	-8.02848772844909	NA	-5.05241356769457	-7.34567790432979	-7.69145274117152	-7.36952464628416	-5.12159713284057	NA	-8.52152773972921	NA	-7.126668122388	-8.95448714700532	NA	-8.02848772844909	-8.3222189315058	-9.02848772844909	-10.9544871470053	-6.60398989992118	-13.2764152418927	-8.63255905211795	-7.91886323727459	-13.2764152418927	NA	-12.2764152418927	NA	-9.81698362325538	-11.2764152418927	-7.85015048719058	-11.6914527411715	NA	NA	NA
LLM.2017.06.25	NA	NA	-6.3949349530539	-3.30173003440895	-3.06447378277383	-2.38351815614171	-4.24967200584585	-3.70393081492241	-6.90253857106881	-3.92002599779765	-4.59107747523252	-3.85551323624292	-3.24829077544749	-6.75401604635872	-8.52269050025227	NA	-6.0976689124008	-7.32338169202886	-5.73841919130771	NA	-8.10765300097342	NA	-6.3350634970765	-7.21148881195796	-6.64822138233613	-7.1901151611654	-6.02965048897215	-13.2775780024157	-8.63372181264101	NA	-6.80184457144934	-8.41959700728816	NA	-7.60515266044424	-8.06812463678679	-7.99217578355349	-11.2775780024157	-6.78572490608606	-13.2775780024157	-9.27757800241574	-8.02965048897215	-9.1901151611654	NA	-9.1901151611654	NA	-9.95564990752837	-10.2775780024157	-9.10765300097342	-13.2775780024157	NA	-13.2775780024157	NA
LLM.2017.07.17	NA	-4.50177357861724	-8.32236432783154	-2.12364206208179	-2.97163896863674	-6.45638167580323	-4.6692303244688	-6.32236432783154	-5.81712901958112	-4.12681351871373	-4.70291345072509	-3.00626531174637	-3.41702585183576	-6.02863312477483	-8.52167313605494	NA	-5.53509365181727	-8.27656063821841	-4.85029588351632	NA	-8.18909779696807	NA	-4.76086079993437	-8.52167313605494	-7.39391758885657	-7.39391758885657	-5.53509365181727	NA	-8.81712901958112	NA	-7.85029588351632	-8.81712901958112	-10.6915981374973	-8.1066356367761	-10.6915981374973	-7.91900863360033	-10.9546325433311	-6.00977409752351	-10.4692057161608	-10.2765606382184	-8.18909779696807	-9.18909779696807	NA	-12.2765606382184	NA	-10.6915981374973	-10.6915981374973	-7.88424321543965	-9.81712901958112	NA	NA	NA
LLM.2017.08.13	NA	NA	-9.6924702078689	-2.40168335717	-2.87868901665186	-5.70000388055431	-4.15849163586655	-4.43508236517625	-5.51588147614557	-4.47007778653245	-4.16369054254087	-2.82313341497016	-3.84280448095333	-5.80982715850706	-8.81800108995276	NA	-6.56318719092393	-5.94651583047544	-5.2167367769025	NA	-7.72284385691242	NA	-5.04861401809417	-8.32323639820318	-6.99203048972781	-6.76963806839136	-5.31164842392797	-13.2774327085901	-7.30015278509014	NA	-7.95550461370269	-9.18996986733971	NA	-7.37054211298154	-8.27743270859006	-7.16890825181189	-11.2774327085901	-6.34669537102717	NA	-7.6924702078689	-6.33491820325081	-9.95550461370269	NA	-12.2774327085901	NA	-9.37054211298154	-11.2774327085901	-8.41945171346248	NA	NA	NA	NA
LLM.2017.09.16	-7.1906961901869	NA	-10.2781590314372	-3.53164471029877	-2.74970492067245	-4.45798006902205	-4.07848668660087	-3.70451184394392	-6.61994754868544	-3.52996618184778	-3.77234747751764	-3.15921795871373	-3.23786931041152	-5.75459707538023	-8.06870566580829	NA	-6.02077118874459	-5.95623093654988	-5.34742169387435	NA	-9.27815903143724	NA	-5.97437828326014	-8.03023151799365	-8.27815903143724	-7.32396272105036	-5.13860767903844	-12.2781590314372	-8.1906961901869	NA	-7.69319653071608	-9.03023151799365	NA	-7.88584160865848	-8.95623093654988	-7.1906961901869	-12.2781590314372	-6.69319653071608	NA	-7.60573368946574	-7.85189427673514	-8.23376491207878	NA	-10.4708041093796	NA	-9.81872741279994	-10.9562309365499	-9.10823402999493	-12.2781590314372	NA	NA	NA
LLM.2017.10.15	NA	-13.2717548056465	-9.68679230492532	-2.65153498013899	-3.23558119309299	-3.38301155674821	-4.40139008606307	-3.73647942902567	-6.00496826495157	-3.42469745955514	-4.50026533614587	-3.53366254602598	-3.77390296869536	-5.77190891856327	-8.62789861587175	NA	-5.24938699261802	-8.22736068628802	-5.7095123814254	NA	-8.10182980420416	NA	-5.24938699261802	-8.18429196439613	-6.15281373292297	-6.61354332289468	-5.77190891856327	-13.2717548056465	-7.516867303483	NA	-6.47733893929637	-9.68679230492532	NA	-7.3175584952596	-7.71716595396884	-7.22736068628802	-11.6867923049253	-7.43886479148173	NA	-7.43886479148173	-8.27175480564647	-8.81232318700918	NA	-12.2717548056465	NA	-9.81232318700918	-10.6867923049253	-8.94982671075911	-11.2717548056465	NA	NA	NA
LLM.2017.10.25	NA	-4.51862817219096	-10.2768513869177	-3.3520388833119	-3.06739802128873	-4.20003578986685	-3.85268509809958	-4.44080103185961	-7.0480326964218	-3.63479969398971	-3.88453396413892	-3.3010034189109	-3.74157601029688	-5.67693854473055	-7.46949646486008	NA	-6.20003578986685	-7.44396137275294	-4.10692638547537	NA	-8.32265507653081	-8.81741976828038	-6.06739802128873	-8.27685138691768	-5.85899887203179	-6.88453396413892	-6.70699577858673	NA	-6.39420833755584	NA	-7.49549167339302	-8.52196388475421	NA	-7.23245726755923	-8.10692638547537	-6.45667242450249	-11.2768513869177	-6.33433688157844	-13.2768513869177	-7.44396137275294	-7.06739802128873	-9.10692638547537	NA	-8.75328943086067	NA	-10.2768513869177	-11.2768513869177	-9.10692638547537	-11.6918888861965	NA	NA	NA
LLM.2017.11.09	NA	NA	-8.41070719710062	-1.36405357056004	-3.5682484740871	-4.4076012862328	-4.55788175852884	-9.0207606787846	-5.91113618761011	-4.2325145796747	-4.46455717104487	-3.58218766504497	-4.6069100944562	-5.89364876088126	-8.87637076944943	NA	-4.18920340840137	NA	-5.80925657359089	NA	-6.20259900177042	NA	-8.41070719710062	-7.26868819222819	-11.2686881922282	-7.36179759661967	-9.18122535097785	-12.2686881922282	-10.9467600973408	NA	-5.85929725609049	-6.42319814128381	NA	-6.92883818934356	-7.31449188184131	-7.65397834811298	-9.26868819222819	-7.36179759661967	NA	-9.36179759661967	-10.4613332701706	-9.46133327017058	NA	-9.5682484740871	NA	-10.4613332701706	-11.683725691507	-7.65397834811298	-9.0207606787846	NA	-10.4613332701706	NA
LLM.2017.12.03	NA	-6.8323080476216	-8.02732403002674	-2.55928955321518	-3.49389182994567	-4.27807206253271	-3.9806307945787	-3.9243123619239	-5.56789241138944	-4.72450475808708	-4.11034461679464	-3.12043343441822	-3.33714221725109	-5.77540565638712	-7.81581992483303	NA	-5.72066269179269	NA	-4.5610060258042	NA	-7.84898678876823	-5.69782271543458	-6.88293412069157	-7.98984932460808	-7.08542698459031	-6.53378455706918	-5.92652338923925	NA	-5.87437210718814	NA	-7.41727054834275	-9.95332344858296	NA	-7.04643285297445	-9.69028904274917	-6.75168958741331	-10.4678966214127	-6.40488682388692	NA	-8.95332344858296	-8.6313953536956	-10.6902890427492	NA	-13.2752515434703	NA	-9.69028904274917	-11.6902890427492	-9.46789662141272	-12.2752515434703	NA	NA	NA
LLM.2017.12.10	NA	-13.2759789649756	-5.27597896497562	-3.10981588232951	-3.05077152803212	-3.97448276999307	-3.92283213947754	-3.92946523180999	-9.46862404291802	-4.30443541102485	-3.96991727554728	-3.86235103595145	-2.95517841609399	-6.60355362300413	-7.04716027447974	NA	-5.61776748222383	NA	-5.59649886547018	NA	-8.02805145153204	-3.6891391770138	-6.10605396353331	-8.81654734633833	-7.25361115194717	-6.64662234489601	-7.16745450819745	-12.2759789649756	-7.32178265458875	NA	-7.12623184547094	-8.69101646425447	NA	-8.41799796984805	-8.27597896497562	-7.39333591561378	-12.2759789649756	-7.44308895081088	NA	-7.60355362300413	-9.3690883693671	-9.02805145153204	NA	-9.57553924683453	NA	-12.2759789649756	-12.2759789649756	-7.95405087008826	NA	NA	NA	NA
LLM.2017.12.31	NA	NA	-8.02819689183065	-3.45116566474571	-3.23309712167969	-5.49476469174958	-3.82079718496968	-4.80444919088219	-5.82491329344191	-5.16759994849607	-4.14426744466545	-2.58176651805279	-3.04370347809816	-5.35131190166846	-7.99072218641199	NA	-7.21003521481647	NA	-3.45435042330367	NA	-6.69116190455308	-5.13657305287544	-6.25375659224578	-7.49476469174958	-4.44957591798332	-5.84149617763751	-6.97234365709713	NA	-9.95419631038687	NA	-8.81669278663694	-9.81669278663694	NA	-9.36923380966572	-9.02819689183065	-10.2761244052742	-11.6911619045531	-7.60369906330274	NA	-9.10619940383192	-7.81669278663694	-9.02819689183065	NA	NA	NA	-12.2761244052742	-10.6911619045531	-8.95419631038687	NA	NA	NA	NA
LLM.2018.01.14	NA	NA	-3.24646936187324	-2.77176303706854	-2.83281707157348	-5.70936649993067	-3.57812196665242	-4.54709507103179	-7.46425400209414	-4.48697407859422	-4.67169608196462	-3.49682186455057	-3.56080249045239	-4.94069204603713	-6.07193657931538	NA	-5.13205757175295	NA	-4.85798099512757	NA	-7.16308446737358	NA	-6.68664642343059	-7.68664642343059	-12.2716089241517	-6.82866542830302	-7.51672142198828	NA	-9.68664642343059	NA	-6.40124420456834	-8.57116920601065	NA	-8.02368141070816	-8.10168392270943	-6.96782817597464	NA	-7.08178436527173	NA	-8.74804696809473	-8.62775273437702	-7.77975582782207	NA	-9.02368141070816	NA	-11.6866464234306	-12.2716089241517	-8.74804696809473	-12.2716089241517	NA	NA	-13.2716089241517
LLM.2018.01.24	NA	-4.92564999901529	-9.46702323118876	-2.49465879810296	-3.32455144248725	-4.8355863006681	-4.3114821479091	-3.70832411507527	-5.46059696202933	-4.4930184397217	-4.33479893893167	-2.84916224994698	-3.40093404073099	-5.54645769868316	-7.91682614862828	NA	-6.1450951363014	NA	-4.90369074643915	NA	-8.10445315180405	-11.6894156525252	-5.42262911183031	-8.27437815324636	-6.61616667049457	-7.08455359436635	-6.27437815324636	-9.952450058359	-7.60195281127487	NA	-8.81494653460907	-9.81494653460907	NA	-8.06492478761741	-9.02645063980278	-9.46702323118876	-9.36748755763784	-6.56013263558024	NA	-10.1044531518041	-7.39173510388452	-8.46702323118876	NA	-11.2743781532464	NA	-9.81494653460907	-12.2743781532464	-8.952450058359	-11.6894156525252	NA	NA	NA
LLM.2018.02.12	NA	-2.30516246594166	-12.2767060198924	-2.78185043540123	-3.00524299198806	-4.40018907332743	-4.11935908452959	-4.54878556532923	-7.69174351917127	-4.34596868232954	-4.34892805781009	-3.57453333452688	-4.45652705747724	-5.9820852710008	-7.02877850644885	NA	-6.43121596894806	NA	-4.80503080550039	NA	-8.46935109783483	NA	-6.12695890038775	-8.52181851772896	-8.46935109783483	-7.41872502476486	-7.69174351917127	-11.2767060198924	-7.29942609639251	NA	-6.99130380103018	-8.41872502476486	NA	-8.63284983011771	-9.27670601989243	-9.46935109783483	-12.2767060198924	-7.06725265426348	-12.2767060198924	-7.85044126519033	-8.14742300294746	-8.95477792500507	NA	-12.2767060198924	NA	-9.57626630175134	NA	-10.2767060198924	NA	NA	NA	NA
LLM.2018.02.25	NA	-3.24048979698667	-11.6834332928354	-3.66848295136943	-2.46830480593156	-3.14040147258016	-3.58189526637334	-4.37357803024862	-10.9464676986692	-3.72150133366892	-5.11864867405188	-4.07857123467654	-4.17828337389227	-5.88469150108251	-5.88469150108251	NA	-6.12884444115776	NA	-5.84213103885446	NA	-7.2460279805281	NA	-5.18624675220269	-8.62453960378183	-9.02046828011297	-6.0492272730944	-8.09847079211425	NA	-8.13911277661159	NA	-6.66848295136943	-9.02046828011297	NA	-8.41041479842899	-8.31419948316968	-8.56795607541547	NA	-7.29111587005664	NA	-8.02046828011297	-7.77654269722688	-7.91084378893848	NA	-9.46104087149895	NA	-10.0984707921142	-9.56795607541547	-11.2683957935566	NA	NA	NA	NA
LLM.2018.03.10	-8.88089538707557	-2.05950101174866	-8.74965085379732	-3.88089538707557	-2.52837897235479	-4.77336692277113	-4.20443453186892	-6.1963972128035	-8.57277309171324	-5.55211362114715	-4.58321483843489	-2.95580019608947	-4.78537277603128	-5.26758826066046	-6.41523181472676	NA	-6.7340539987463	NA	-5.08833746694605	NA	-6.60078746788284	NA	-4.57277309171324	-7.62935662007961	-11.6882503091332	-6.61500132710254	-7.54529235529114	NA	NA	NA	-8.88089538707557	-10.951284714967	NA	-9.10328780841202	-9.27321280985433	-9.57277309171324	-11.2732128098543	-8.41523181472676	NA	-9.27321280985433	-6.54529235529114	-11.2732128098543	NA	-11.6882503091332	NA	-10.2732128098543	-10.951284714967	-7.81378119121704	NA	NA	NA	NA
LLM.2018.03.26	NA	-11.2673719312653	-9.17990909001493	-2.98196971240303	-2.1858884931716	-5.51917908167581	-3.99357633205101	-4.9499593175004	-12.2673719312653	-3.78961366482139	-5.2012827408075	-2.78658173016946	-4.69372474377195	-5.80794031262798	-5.20667599957772	NA	-6.00058539057037	NA	-4.3160872162983	NA	-7.22297781190682	NA	-4.28152999426193	-8.09744692982296	-6.48601221774061	-7.22297781190682	-8.87505450848651	NA	-10.4600170092077	-12.2673719312653	-6.48601221774061	-9.46001700920767	NA	-7.3131756208784	-7.71278307958764	-9.68240943054412	-10.6824094305441	-6.85798099512757	NA	-7.51248442910181	-6.84110717656318	-9.36048133565676	NA	-9.09744692982296	NA	-8.36048133565676	-9.68240943054412	-8.94544383637791	NA	NA	NA	NA
LLM.2018.04.08	NA	-2.08440273244598	-9.46439988358887	-4.20029244308985	-2.52860341153397	-5.0002917777421	-3.59403516400546	-4.13989784503768	-9.94982671075911	-4.95887185036212	-5.85390229076058	-3.80007959125443	-3.91200524532414	-5.93190480276185	-5.38301155674821	NA	-7.08193024676646	NA	-4.79197454161737	NA	-8.02382729220289	NA	-6.00496826495157	-8.62789861587175	-7.62789861587175	-6.22736068628802	-7.14247178870151	NA	-8.94982671075911	NA	-9.46439988358887	-9.81232318700918	NA	-9.57131508750538	-9.36486421003795	-9.81232318700918	-10.2717548056465	-7.84549005094437	NA	-8.02382729220289	-6.32924030030723	-7.49039509212181	NA	NA	-11.2717548056465	-10.2717548056465	-9.94982671075911	-7.22736068628802	NA	NA	NA	NA
LLM.2018.04.20	NA	-8.88526057963698	-7.34684066485285	-1.87190467013387	-3.20611563985911	-5.91125578816992	-4.55990157934934	-5.14829498547077	-6.75401604635872	-4.110159856584	-5.02965048897215	-3.43680007882068	-2.79174869371383	-5.57713828427464	-7.92002599779765	NA	-5.29458442772143	NA	-4.84294977477901	NA	-7.32338169202886	NA	-5.25521018938728	-7.99217578355349	-7.81814638377844	-6.53611101601459	-6.90253857106881	-11.2775780024157	-8.14829498547077	NA	-7.41959700728816	-10.9556499075284	NA	-8.37068740680722	-8.1901151611654	-7.81814638377844	-10.4702230803581	-7.81814638377844	NA	-9.27757800241574	-6.64822138233613	-9.69261550169458	NA	-12.2775780024157	NA	-11.2775780024157	-10.6926155016946	-8.75401604635872	-10.9556499075284	NA	NA	NA
LLM.2018.05.13	NA	-7.52225457487023	-9.95521398214633	-2.16209842687199	-2.20032647998286	-4.54243245680786	-3.30703618642151	-5.56978294495281	-9.46978715497609	-4.12993715209147	-4.96880304689429	-3.54243245680786	-5.48272621068359	-5.55604288832651	-6.91959007241561	NA	-4.91959007241561	-9.10721707559138	-5.45696311461851	NA	-6.88482465425493	NA	-5.24371907549624	-8.23274795767524	NA	-6.99173985817145	-7.75358012097668	NA	-8.06768871140475	NA	-6.16861762025553	-8.27714207703369	NA	-8.37025148142518	-7.5492216224705	-9.18967923578336	-10.9552139821463	-6.8177104583964	NA	-8.10721707559138	-8.32294576664682	-9.5767023588926	NA	-12.2771420770337	NA	-9.95521398214633	-10.9552139821463	-9.95521398214633	NA	NA	NA	NA
LLM.2018.05.27	-3.23583468424852	-7.16759994849607	-5.41814341014667	-2.62238362656767	-2.76437175150686	-4.914180631539	-4.17021589670308	-6.60369906330274	-7.52123690311077	-3.9838027724722	-5.58263744777491	-3.62327943227226	-4.11625306849585	-5.88380698249548	-7.34538706771135	NA	-5.08136755085199	NA	-4.4275014648449	NA	-6.95419631038687	NA	-5.06180528447347	-9.1886615640239	-8.88380698249548	-7.46876948321663	-5.21542847358668	NA	-9.02819689183065	-11.6911619045531	-7.57568468713315	-9.46876948321663	NA	-7.4432343911095	-7.16759994849607	-6.86673346913654	-11.2761244052742	-7.08629984639422	NA	-7.88380698249548	-7.52123690311077	-11.6911619045531	NA	-9.81669278663694	NA	-10.2761244052742	-10.2761244052742	-8.75256244921722	-12.2761244052742	NA	NA	NA
LLM.2018.06.10	-7.88526057963698	NA	-3.04036804166071	-2.57021887033485	-2.95564990752837	-5.43208795147136	-3.76582534864836	-5.50939367763881	-7.88526057963698	-4.16644233218103	-5.91125578816992	-2.89171560177428	-4.46700636767459	-5.76187816413169	-6.40721328283233	NA	-4.96016538865087	NA	-5.17954591945521	NA	-7.32338169202886	-12.2775780024157	-5.20611563985911	-7.95564990752837	-10.1076530009734	-6.95564990752837	-6.3949349530539	-12.2775780024157	-9.27757800241574	-12.2775780024157	-6.59107747523252	-10.6926155016946	NA	-9.02965048897215	-8.81814638377844	-9.37068740680722	-9.95564990752837	-6.99217578355349	NA	-8.27757800241574	-6.52269050025227	-9.1901151611654	NA	-12.2775780024157	NA	-8.75401604635872	-10.9556499075284	-7.12783088291105	NA	NA	NA	NA
LLM.2018.06.24	-3.86277328262328	NA	-9.03269828406559	-2.16623274264187	-2.73759397725394	-4.83768230166045	-5.07117243188023	-8.75706384145217	-9.47327087545157	-3.48458618867941	-5.00450139223494	-2.99175972334336	-4.37073271373914	-5.018530952139	-6.48620993115907	NA	-4.28344631657156	NA	-6.7887727011795	NA	-7.09080123862916	NA	-5.87123486137148	-8.11070079606687	NA	-6.56638027984306	-7.30334587400926	NA	-10.695663296788	NA	-6.4351357465648	-9.82119417887188	NA	-8.11070079606687	-8.58018607936809	-8.63676960773445	-9.82119417887188	-7.09080123862916	NA	-7.55270534294598	-7.95869770262182	-10.9586977026218	NA	NA	NA	-9.37373520190066	-11.695663296788	-7.88830837473042	NA	NA	NA	NA
LLM.2018.07.01	-4.17750290105103	-9.54852554546656	-8.78953364497036	-3.38168652389799	-2.52189570558395	-3.11968224666269	-2.62874543810017	-7.89141325898957	NA	-4.2688256859685	-5.97284085833342	-3.04929291877129	-7.24896526360766	-4.99157742091501	-6.31822792604477	-12.2489652636077	-5.46106270421623	NA	-5.33010202633306	NA	-5.9360823083233	NA	-7.09921814410298	-7.57653992163616	-13.2489652636077	-4.54506169016299	-10.0790402621653	NA	NA	NA	-7.60510907383293	-9.34207466799914	NA	-10.4416103415501	-10.0790402621653	-11.6640027628865	NA	-7.54852554546656	-12.2489652636077	-8.72540330755064	-8.11968224666269	-7.60510907383293	NA	-10.6640027628865	NA	-9.54852554546656	-8.49407776144419	-10.9270371687203	NA	NA	NA	NA
LLM.2018.07.17	-3.43694232819244	NA	-4.63889295191488	-3.57302128049874	-2.54118001397079	-4.77639647566482	-3.48688985846983	-5.16496176358247	-8.62439338221977	-4.72909076088646	-4.95536661671014	-3.48688985846983	-3.61899339447718	-5.8088179533572	-6.8088179533572	NA	-6.91069756737641	NA	-4.24034357542461	NA	-7.98284735313224	-9.8088179533572	-5.13382325177357	-8.5678098538534	-7.22385545263604	-5.27389613513563	-6.69839396366354	-11.6832870712733	-9.5678098538534	NA	-9.36135897638597	-8.94632147710713	NA	-10.2682495719945	-9.46089464993689	-9.94632147710713	-10.4608946499369	-6.01086172930184	NA	-8.46089464993689	-7.91069756737641	-9.26824957199449	NA	NA	NA	-8.46089464993689	-9.09832457055218	-6.52678258559335	NA	NA	NA	NA
LLM.2018.07.18	-5.20988815242441	NA	-1.6106942658626	-3.43586046403666	-3.20186573115422	-5.60892517300954	-4.70014993305608	-8.23695639562258	-8.69638801425988	-4.24517690242755	-4.73060372959779	-2.81170869774152	-4.38653275167309	-7.42336951985346	-7.09152595610102	NA	-5.48045061506073	NA	-6.44846050081629	NA	-8.15206749803607	-13.281350514981	-6.05253182448515	-9.37445991937252	NA	-7.37445991937252	-9.58091079683994	NA	-11.6963880142599	NA	-7.7267616633034	-10.6963880142599	NA	-8.63749432520631	-9.28135051498104	-9.95942242009367	-13.281350514981	-7.13160339547635	NA	-8.82191889634374	-9.69638801425988	-12.281350514981	NA	-11.281350514981	NA	-9.69638801425988	-11.6963880142599	-9.82191889634374	NA	NA	NA	NA
LLM.2018.07.29	-6.21148881195796	NA	-3.32775129165663	-2.67766516022861	-2.95564990752837	-6.34684066485285	-4.08036130930568	-6.20076240536491	-6.34684066485285	-4.56677156871638	-4.52938515282628	-3.38883475351748	-3.44785526732968	-7.12783088291105	-7.7229891507381	NA	-4.85131324771364	NA	-4.11267107574005	NA	-7.81814638377844	NA	-5.51602676997126	-8.52269050025227	-7.3949349530539	-8.41959700728816	-5.89387370994168	NA	-6.85131324771364	NA	-7.69261550169458	-9.81814638377844	NA	-6.40721328283233	-8.52269050025227	-6.75401604635872	-10.9556499075284	-5.64095338187209	NA	-8.69261550169458	-7.92002599779765	-9.95564990752837	NA	-12.2775780024157	NA	-9.95564990752837	-12.2775780024157	-7.66286815830053	NA	NA	NA	NA
LLM.2018.08.11	-4.0048068030079	NA	-3.22778295691993	-3.73517321556275	-2.58976930372905	-5.1677453741341	-3.84581727924674	-6.34553249334938	-8.95434173602491	-3.7844167345826	-5.2101806404545	-3.35889775143543	-3.77642394382907	-7.23187571155382	-6.80053639994587	NA	-6.7844167345826	NA	-4.51471859846779	NA	-8.1469868139673	NA	-4.84581727924674	-9.18880698966193	-6.27626983091227	-6.81683821227497	-5.53480284451112	NA	-9.02834231746869	NA	-6.97248908273517	-9.81683821227497	NA	-7.5213823287488	-8.02834231746869	-8.4182888357847	-11.2762698309123	-6.46891490885467	NA	-7.36937923530375	-8.75270787485526	-9.57583011277118	NA	-9.69130733019112	NA	-8.88395240813351	-12.2762698309123	-6.95434173602491	NA	NA	NA	-13.2762698309123
LLM.2018.08.25	-7.39027827750516	NA	-2.08247930808418	-3.2340023375747	-2.75919373091457	-3.97371330847972	-4.12571640192477	-5.88921703439295	-8.18545848561666	-4.4305709834532	-5.42117228545095	-3.8073549220576	-4.10550318103527	-6.5450008723038	-7.04410263637112	NA	-7.08309676798699	NA	-4.81759410656244	NA	-7.25055351383855	NA	-5.60049598489551	-8.62906513709228	-7.22852720750855	-6.58642079968378	-8.88060390408824	NA	-9.18545848561666	NA	-7.71833247518937	-8.88060390408824	NA	-8.68795882614585	-8.62906513709228	-9.10299632542469	-11.6879588261458	-6.36603073125848	NA	-8.41494033173943	-7.68795882614585	-9.18545848561666	NA	-7.18545848561666	NA	-9.8134897082297	-9.95099323197964	-7.20683213640923	-11.272921326867	NA	NA	NA
LLM.2018.08.31	-7.75561331343847	-9.19171242824514	-1.97482394783224	-3.20637273495127	-3.15634727468781	-4.03600128602253	-4.58220774326119	-5.0312477560519	-7.55125481493228	-3.29618169480117	-5.9304471152644	-3.74584553718965	-4.0431610775954	-7.0312477560519	-7.9216232648774	NA	-6.45899630708029	NA	-5.11930393271709	NA	-9.37228467388696	NA	-6.0503565789996	-9.0312477560519	-8.63531907972076	-8.23478115013703	-8.95724717460812	-12.2791752694955	-8.27917526949548	NA	-6.74001645838745	-9.19171242824514	NA	-8.37228467388696	-9.10925026805317	-7.21308607903771	-11.6942127687743	-6.67926242730835	NA	-8.27917526949548	-8.63531907972076	-10.2791752694955	NA	-10.2791752694955	NA	-10.1092502680532	-10.6942127687743	-8.23478115013703	-12.2791752694955	NA	NA	NA
LLM.2018.09.01	-5.13146616244236	-10.2761244052742	-2.651328949414	-3.71770369200557	-2.76141035113575	-4.47846287942048	-4.5414147850484	-5.13146616244236	-7.63226821549951	-3.31467471087604	-5.29313083057993	-3.46555277053309	-3.4275014648449	-6.57568468713315	-7.66141456115903	NA	-6.7215355535966	NA	-5.5414147850484	-12.2761244052742	-9.27612440527424	NA	-5.00933786457934	-8.46876948321663	-7.84985965057214	-6.54820395071104	-9.1886615640239	NA	-9.1886615640239	NA	-6.34538706771135	-10.6911619045531	NA	-8.75256244921722	-7.52123690311077	-8.32192809488736	NA	-6.21003521481647	NA	-7.4432343911095	-8.27612440527424	-10.1061994038319	NA	-8.69116190455308	NA	-9.1886615640239	-10.2761244052742	-7.95419631038687	-10.9541963103869	NA	NA	NA
LLM.2018.09.18	NA	-9.37213954084113	-2.34312845418206	-3.7495995823035	-2.92147813183157	-6.19156729519931	-4.32192809488736	-6.01224359575475	-3.5545162833297	-5.0263647039994	-4.63157170999473	-3.06107243858553	-3.73793352110012	-5.98440938755802	-8.75546818039264	NA	-6.57859041830856	NA	-5.12421202739754	NA	-8.47167521439204	NA	-4.86540220742548	-9.10910513500734	-10.6940676357285	-6.97524938827255	-5.40866541686624	NA	-10.471675214392	-11.6940676357285	NA	-8.0695767708207	NA	-8.23463601709119	-8.27903013644965	-8.23463601709119	-10.9571020415623	-7.49767042292499	NA	-7.30175021294973	-8.23463601709119	-13.2790301364496	NA	-11.2790301364496	NA	-9.57859041830856	-10.471675214392	-8.23463601709119	-11.2790301364496	NA	-12.2790301364496	NA
LLM.2018.09.19	NA	-7.92263878759882	-3.02398210368952	-2.46320716896153	-3.49883107869225	-6.77239615201821	-4.57975107407581	-6.51200646743998	-3.3303640814578	-4.65448194915244	-4.77239615201821	-3.42220979708933	-3.38537302890896	-6.83724729636818	-9.57975107407581	NA	-5.55909160350972	NA	-4.19804175086303	NA	-8.37330019660839	-11.6952282914958	-5.46640960099987	-9.82075917357961	-13.2801907922169	-8.4728358701593	-5.44730077805217	NA	-10.2801907922169	NA	-11.2801907922169	-8.32599448183003	NA	-7.69522829149575	-9.11026579077459	-7.13044367271222	NA	-6.9764100440398	NA	-8.28019079221691	-8.69522829149575	-11.6952282914958	NA	NA	-13.2801907922169	-11.2801907922169	NA	-7.85392603751481	-10.2801907922169	-11.6952282914958	NA	NA
