feature	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52
LLM.2015.03.08	-3.35537646632356	-13.2547333892467	-12.2547333892467	-2.41552960114973	-3.35235827476065	-4.63634788698807	-4.07731385125744	-6.08480838780436	-6.03556486878451	-4.22406625299973	-2.64740307549706	-4.52002376902084	-7.1886441987889	-7.52681293468348	-7.58230804727518	-7.82846863454458	-5.56124643174735	-8.49984588708321	-4.13061207741749	-5.94185043396232	-9.25473338924667	NA	-6.86241596646791	-9.55429367110558	-7.3005370788598	-5.0163286499216	-6.38436866966327	NA	-9.66977088852552	-13.2547333892467	-6.61087719947195	-7.25473338924667	NA	-6.98794684855177	-7.64002354513147	-13.2547333892467	-12.2547333892467	-8.93280529435931	NA	-7.61087719947195	-10.0848083878044	-10.6697708885255	NA	-9.08480838780436	-11.6697708885255	-9.25473338924667	-8.79530177060938	-9.00680587580309	-11.2547333892467	NA	-8.86241596646791	NA
LLM.2015.03.24	-7.22970622976773	-13.2520740427962	-6.3213367052333	-3.07465450480695	-2.75222815571298	-2.83422152791029	-3.96205519586357	-4.431895080381	-4.5447149107153	-4.0997892004896	-3.79469316372365	-4.2862897581341	-5.851194606514	-6.0232553523003	-6.20767992343773	-8.08214904135387	-5.3272615391904	-9.34518344718767	-4.79674682249162	-7.39409304766861	-7.16461120154584	NA	-8.55163432465509	-5.41287025469924	-8.93014594790882	-6.2862897581341	-7.69748519111855	-11.667111542075	-8.66711154207503	-8.25207404279618	-6.79264242415889	-6.65216120060906	NA	-7.93014594790882	-7.57964870082469	-9.44471912073858	-12.2520740427962	-8.0041465293526	-10.4447191207386	-7.3213367052333	-7.85975662001742	-8.44471912073858	-12.2520740427962	-8.39409304766861	-8.04262067716723	-8.44471912073858	-9.08214904135387	-10.4447191207386	NA	-10.4447191207386	-12.2520740427962	NA
LLM.2015.04.04	-5.270202611261	-13.2474825347609	-9.78805091612362	-3.73968789456222	-3.45469224045985	-6.32861929748632	-3.36026191929253	-4.25879784798875	-5.53323701709479	-5.36483948539908	-2.50939027514043	-3.15208551196836	-5.42093404747	-4.99955502131733	-7.66252003403976	-8.3405919391524	-5.38950153963334	-6.29328622437404	-3.80039930855126	-5.28169825009883	-7.24748253476092	NA	-10.6625200340398	-7.54704281661982	-8.24748253476092	-5.14945045180039	-7.22511472173246	-13.2474825347609	-7.49259503259745	NA	-7.57505719278942	-6.58927105200912	NA	-7.41459252059617	-7.78805091612362	-8.20308841540246	-11.6625200340398	-7.51956208019772	-13.2474825347609	-7.54704281661982	-7.57505719278942	-8.66252003403976	NA	-11.2474825347609	-12.2474825347609	-9.16001969351058	-7.38950153963334	-10.6625200340398	-12.2474825347609	NA	-12.2474825347609	NA
LLM.2015.04.19	-3.81854779395219	NA	-7.3566720442121	-3.18008331248877	-2.7157041337622	-2.29705718791487	-4.87124521704185	-4.13685816697742	-6.46914677347051	-4.20557091706144	-4.32104813448138	-4.56312292167952	-6.87124521704185	-7.56312292167952	-5.70897378814298	-8.87124521704185	-5.11381552031593	-7.0936376383783	-5.61970645004589	-7.38091959045877	-8.67860013909946	NA	-8.17609979857028	-5.21916852046216	-10.2635626398206	-7.2862827163207	-9.0936376383783	-11.6786001390995	-7.59113729784912	-6.29777835515853	-6.82061914397189	-7.0936376383783	NA	-8.67860013909946	-7.43067262565587	-9.0936376383783	-13.2635626398206	-8.01563512637703	-10.9416345449333	-8.0936376383783	-9.45620771776301	-8.7400006837636	-12.2635626398206	-8.67860013909946	-7.97816042095837	-9.01563512637703	-9.56312292167952	-10.9416345449333	-13.2635626398206	-9.0936376383783	-13.2635626398206	NA
LLM.2015.05.03	-5.31928660185607	-12.2618011071953	-7.42891109303057	-3.11205398769063	-3.24221037883743	-4.66188826500818	-3.71105432181207	-4.50357789246858	-5.7619552201121	-4.73432410113491	-3.38221785758253	-2.88025815601072	-5.18498551014448	-4.77798532993105	-8.05234774156636	-8.93987301230795	-6.22837810565786	-6.00441326450266	-4.10698299814321	-6.21740698783686	-7.30760479680843	NA	-11.2618011071953	-5.7619552201121	NA	-5.42891109303057	-8.35491051158679	-12.2618011071953	-5.56831414969598	-9.93987301230795	-7.37915805783347	-6.86948368441655	NA	-7.30760479680843	-8.01387359375172	-9.67683860647415	-11.2618011071953	-7.58937576522381	-10.6768386064742	-6.78606767622891	-8.40382011206774	-9.56136138905422	-13.2618011071953	-11.6768386064742	-9.45444618513771	-9.80236948855801	-7.7382391511383	-8.56136138905422	-13.2618011071953	NA	-12.2618011071953	NA
LLM.2015.05.31	-3.55930354554969	-13.2597432636908	-8.80031164505348	-2.84611533466661	-2.68988765535983	-3.49985508046895	-4.33790232661629	-3.80853215185845	-6.15121880691261	-4.58378623074903	-3.43796928172021	-4.28246334019086	-5.05028989806183	-6.46532739734068	-6.91989326080616	-9.45238834163318	-5.80031164505348	-7.40176226856321	-5.17228042244044	-6.21534914433233	-7.83347850898868	NA	-8.45238834163318	-8.08981826224847	-7.58731792171929	-7.19365407323301	-7.0309245731949	-13.2597432636908	-9.67478076296963	-10.4523883416332	-6.72058445258275	-5.80031164505348	NA	-7.05028989806183	-7.76789016736111	-13.2597432636908	-11.2597432636908	-7.05028989806183	NA	-7.80031164505348	-9.45238834163318	-9.55930354554969	-11.6747807629696	-10.9378151688034	-10.4523883416332	-9.80031164505348	-9.55930354554969	-8.86742584091202	-13.2597432636908	NA	-12.2597432636908	NA
LLM.2015.06.14	-6.52341401009566	NA	-6.16387162340852	-2.65981211808812	-2.85045502837667	-3.35803293379829	-3.75348262770774	-4.43115550224367	-5.17987210210223	-4.97987143675448	-4.05657761023661	-3.53880746421903	-8.00340695121527	-5.60028277347993	-6.98454792396396	-7.60747827488413	-5.8590170418801	-8.39335346953128	-4.44397954260125	-7.89378246004077	-7.2069403453004	NA	-9.34444386905034	-4.54397533257797	NA	-5.68909204043778	-9.55089474651776	-10.4439795426013	-9.92940636977149	-8.55089474651776	-6.87629503331193	-7.08140946321654	NA	-8.00340695121527	-7.14281000788069	-10.6663719639377	-11.6663719639377	-7.72777250860184	-9.34444386905034	-6.6663719639377	-8.25133446465886	-7.6663719639377	-10.0814094632165	-10.9294063697715	-6.98454792396396	-8.2069403453004	-8.12205144771389	-12.2513344646589	NA	-10.4439795426013	-9.55089474651776	NA
LLM.2015.07.08	-6.17561784098317	-13.2736499239437	-8.88133250116493	-2.44392718885763	-4.88563263859856	-3.77380403686049	-5.37278311596294	-7.29637000044378	-3.73837454732289	-5.86425898780599	-2.82967038134244	-2.8579081556536	-9.8142183053064	-4.97902917505206	-12.2736499239437	-9.95172182905633	-4.90732770969788	-5.20218756138707	-8.41566892881612	-4.13154286664114	-5.62979373416897	NA	-9.10372492250138	-7.20756073348592	-7.34291258638081	-4.50546559916677	-11.2736499239437	-12.2736499239437	-8.95172182905633	-10.4662950018861	-7.20756073348592	-7.5732102058026	NA	-6.28496523717153	-6.79791649297729	-10.6886874232225	-13.2736499239437	-8.27364992394369	-12.2736499239437	-7.6012245819722	-7.08382536506368	-12.2736499239437	-13.2736499239437	-13.2736499239437	-10.9517218290563	-10.2736499239437	-9.27364992394369	-10.9517218290563	-11.2736499239437	-11.6886874232225	-12.2736499239437	NA
LLM.2015.07.09	-6.48287153378025	-13.2772874001304	-8.75372544407334	-1.80206062238809	-6.07761505529399	-7.08746284125034	-6.10736239868804	-10.2772874001304	-2.38171211774967	-6.08746284125034	-2.8158079528442	-3.4115541292786	-5.58380044263103	-6.57684768198926	NA	NA	-4.84683484846482	-4.67366105514416	-8.95535930524299	-4.666262602823	-8.27728740013036	NA	-9.10736239868804	-8.27728740013036	-6.6923248994092	-6.91973539551227	-9.27728740013036	NA	-10.107362398688	-11.2772874001304	-8.6923248994092	-6.8849699773516	NA	-5.77744151304715	-9.46993247807275	-11.6923248994092	-12.2772874001304	-7.75372544407334	NA	-11.6923248994092	-9.02935988668677	NA	NA	NA	-12.2772874001304	-13.2772874001304	-10.4699324780728	-8.57684768198926	-9.02935988668677	-13.2772874001304	-11.6923248994092	NA
LLM.2015.07.10	-5.83671094652585	NA	-5.02935602446824	-1.82730544029139	-4.68177511930299	-3.61911951145322	-5.50142446878346	-8.26297570122794	-4.06085187739748	-5.36815793792	-3.07810035831966	-3.83880941240984	-6.3803326518661	-6.03415701073206	-11.2629757012279	NA	-4.74333944838473	-5.1755128599776	-7.77112260489827	-5.22405671193564	-7.35608510561942	NA	-9.45562077917034	-7.77112260489827	-6.99618916053304	-6.4300856870632	-9.94104760634058	-13.2629757012279	-9.56253598308685	-6.30877939084107	-6.88793626988102	-7.35608510561942	NA	-5.33816319762216	-6.26297570122794	-11.2629757012279	NA	-7.90542369660986	-12.2629757012279	-8.73941374517093	-9.01504818778436	NA	NA	NA	-6.67801320050679	-9.35608510561942	-9.94104760634058	-9.45562077917034	-9.67801320050679	-7.73941374517093	-11.6780132005068	-13.2629757012279
LLM.2015.07.11	-6.95802035901821	NA	-6.27311642042314	-2.07816572572209	-4.23113397094837	-3.26603395631751	-4.81058999536298	-7.90424910257723	-4.39761496254103	-5.02339636787023	-2.80750181357541	-3.75004845342793	-6.01387359375172	-5.14805894114612	-10.091876105753	-9.93987301230795	-5.07197654831529	-6.22837810565786	-5.56831414969598	-6.07197654831529	-6.66188826500818	NA	-10.2618011071953	-5.50024987475083	-6.36698334388737	-5.96718035830368	-10.2618011071953	NA	-9.17433826594497	-7.07197654831529	-7.05234774156636	-7.15327665041714	NA	-6.49361678241838	-8.30760479680843	-12.2618011071953	-13.2618011071953	-7.90424910257723	-10.091876105753	-8.61794491742059	-7.76994801086563	NA	NA	NA	-7.53388065263211	-9.93987301230795	-8.56136138905422	-8.93987301230795	-12.2618011071953	-10.091876105753	-10.2618011071953	NA
LLM.2015.07.12	-4.28805260853765	NA	-5.58011606298298	-1.9410533527857	-4.53849697378124	-4.60496013396045	-4.26807431641273	-5.64488631837321	-4.08217662449919	-4.14846049225372	-2.92644081217781	-4.51140331289896	-5.97419394362617	-6.95581541431132	-11.2595961624884	NA	-5.05502501823922	-6.43941720007324	-5.20974761303786	-4.83753139631561	-8.67463366176727	NA	-9.45224124043082	-8.80016454385112	-6.55915644434733	-7.6157399727137	-9.08967116104611	NA	-7.73603420643141	-7.53167570792522	-6.46518029613832	-6.78386273152202	NA	-6.19350697203065	-7.76774306615875	-12.2595961624884	-13.2595961624884	-7.55915644434733	NA	-9.93766806760106	-8.86727873970966	NA	NA	NA	-7.30539985210155	-10.2595961624884	-10.4522412404308	-9.17213332123808	-11.6746336617673	-9.67463366176727	-11.6746336617673	-13.2595961624884
LLM.2015.07.15	-2.78564897037182	-13.2724839919349	-9.36559339632636	-2.84936808178777	-3.55995699149505	-5.64312737185526	-4.53439173231438	-4.90616177768906	-3.79877824231546	-3.89961893182229	-3.4269939409905	-4.21720155643368	-5.60005864996338	-7.10255899049256	-9.46512906987727	NA	-5.66515367818526	-5.14320097498991	-4.82127288010255	-4.44276125684882	-9.46512906987727	NA	-8.4145029968073	-8.57204427379378	-7.00569745123997	-7.88016656915611	-7.68752149121372	NA	-6.60005864996338	-13.2724839919349	-5.84621923723278	-7.22808987257642	NA	-8.02455647849129	-8.5175964897714	-12.2724839919349	-12.2724839919349	-6.7806308956052	NA	-8.5175964897714	-8.27248399193487	-9.68752149121372	NA	-13.2724839919349	-12.2724839919349	-8.74892203587786	-9.95055589704751	-8.27248399193487	-11.6875214912137	NA	-11.6875214912137	NA
LLM.2015.07.19	-4.38425560578853	-13.2607725523535	-8.17330971110319	-4.66831551508545	-2.76391877496549	-7.09084755091122	-3.36292709634802	-3.54824555191371	-3.97537033349128	-4.31825804701429	-3.29787654701627	-3.81575770648511	-4.91204439812246	-5.88573312100661	-7.93884445746617	-8.93884445746617	-5.47941283882887	-6.33003521479065	-5.00338470966088	-4.85563108921719	-7.80134093371624	NA	-9.80134093371624	-7.7061837006759	-5.39040783277013	-6.39040783277013	-7.30657624196666	NA	-6.26077255235353	-9.01284503890995	-6.61691636257881	-6.66085971016641	NA	-7.33003521479065	-8.01284503890995	-8.13148953540857	-11.2607725523535	-6.76891945602386	NA	-7.53285209779033	-8.17330971110319	-8.67581005163238	NA	-12.2607725523535	-9.45341763029593	-9.80134093371624	-9.09084755091122	-10.4534176302959	-11.2607725523535	-11.6758100516324	-10.4534176302959	NA
LLM.2015.07.26	-3.97904038136435	-12.2644426002266	-9.2644426002266	-3.15200309344505	-3.01296018960639	-4.31899876384869	-3.60088449600933	-3.74284216050288	-8.50955509806313	-4.19835340976883	-3.0392351632831	-3.97212096742456	-6.69458699189565	-6.10457126344821	-7.19835340976883	-8.94251450533924	-5.01651508678302	-6.2644426002266	-4.70985374854896	-6.43155258606186	-7.59201725825511	NA	-8.74088064416959	-8.2644426002266	-6.13515958328164	-6.23101959868915	-6.12489124782781	-13.2644426002266	-6.33370526266372	-9.09451759878429	-7.62058641045188	-6.82149910437787	NA	-7.70985374854896	-7.8381778455245	-9.56400288208551	-10.6794800995054	-6.92459259734198	-13.2644426002266	-6.94251450533924	-8.50955509806313	-7.70985374854896	-12.2644426002266	-11.2644426002266	-10.457087678169	-9.94251450533924	-8.62058641045188	-11.2644426002266	-13.2644426002266	-13.2644426002266	-11.2644426002266	NA
LLM.2015.08.23	-6.26504257548902	-9.81683821227497	-3.47052595876065	-2.79144693665013	-2.71021579274118	-5.00948329021737	-4.1677453741341	-3.77443264600997	-8.69130733019112	-3.8354006633014	-4.55517064220509	-3.90776336940458	-4.99549906078167	-5.45609086849708	-8.10634482946996	NA	-5.05710131045011	-6.72168097923463	-4.57583011277118	-5.1677453741341	-7.12652271140759	NA	-9.46891490885467	-7.72168097923463	-7.39362678155043	-6.99086761205002	-8.18880698966193	-12.2762698309123	-7.46891490885467	NA	-6.40590511132887	-6.97248908273517	NA	-8.27626983091227	-9.36937923530375	-8.23187571155382	-10.10634482947	-6.1677453741341	NA	-9.27626983091227	-9.36937923530375	-7.72168097923463	NA	-10.9543417360249	NA	-12.2762698309123	-9.36937923530375	-10.4689149088547	-12.2762698309123	NA	NA	NA
LLM.2015.09.06	-4.95890139418506	NA	-4.81147103052984	-1.68856170735242	-3.52628021104387	-4.86180270607998	-4.50113090991769	-5.58320204285672	-6.11293502285748	-4.1778737545578	-5.35579154675365	-3.69092949885862	-5.96806139347054	-5.90513013774408	-9.35579154675365	NA	-4.39849599770788	-6.8703647195834	-6.24031432933371	-5.47477958297073	-7.56224242422107	NA	-11.677719641641	-4.64063032290579	-7.77082904603249	-8.01475462891858	-8.8703647195834	-12.2626821423622	-8.80325052372487	-6.22925914082471	-7.48132242883751	-6.66276930017504	NA	-7.24031432933371	-6.61882595258744	-9.56224242422107	-11.2626821423622	-7.17521930111183	-12.2626821423622	-8.40470114723459	-9.56224242422107	-9.56224242422107	-10.4553272203046	-10.4553272203046	-6.22925914082471	-9.56224242422107	-9.9407540474748	-9.45532722030456	NA	-9.80325052372487	NA	NA
LLM.2015.09.16	-3.68387752679384	NA	-9.96000193206808	-1.58844306945612	-4.85147747528991	-7.50057031343078	-5.46175106454026	-8.69696752623429	-3.48426850110168	-5.14750370673452	-4.72350931368678	-3.29893645226113	-7.66722018284023	-6.58149030881435	NA	NA	-3.66354452469684	-4.0871731725332	-8.28193002695544	-5.15264701001048	-8.07247666132649	NA	-9.11200502551313	-8.23753590759699	-6.48751416060534	-8.58149030881435	-9.37503943134693	NA	-8.88961260417668	NA	-8.37503943134693	-6.47457510489784	NA	-6.85566527225335	-8.15264701001048	-8.82249840831815	-13.2819300269554	-7.47457510489784	NA	-8.75836807089843	-11.6969675262343	-11.6969675262343	NA	NA	NA	-10.9600019320681	NA	-7.15264701001048	-6.5404630405543	-12.2819300269554	NA	NA
LLM.2015.10.11	-7.19519124847608	-11.2826540897264	-9.11272908828411	-2.71279848139547	-3.73190730434318	-5.12783598067432	-4.25198695347948	-3.24785512714915	-4.25198695347948	-4.04186275756446	-4.18725706693386	-3.61731817254124	-4.75517708366602	-6.41228937014302	-11.2826540897264	NA	-4.13799584689454	-6.23825997036797	-4.80692065876002	-4.08298174489006	-8.15337107278145	NA	-5.52776658756295	-6.80692065876002	-6.01586754903152	-8.23825997036797	-6.23825997036797	NA	-9.82322247108912	NA	-8.15337107278145	-8.69769158900526	NA	-7.79080099339675	-9.47529916766882	-6.71279848139547	-10.6976915890053	-6.29396940295425	NA	-10.6976915890053	-7.96072599483906	-7.75909213366941	NA	NA	NA	-9.96072599483906	-11.6976915890053	-11.2826540897264	-11.2826540897264	NA	NA	NA
LLM.2015.11.08	-9.18938854566734	-3.78700342647838	-9.0289238734741	-2.39956725339449	-3.45667242450249	-9.18938854566734	-4.15014691407449	-4.66582658961033	-5.98223063802606	-3.85058663221558	-4.72610460153444	-3.61863990416589	-5.23793239762538	-5.83390789106895	-10.4694964648601	NA	-3.49713203177428	-7.25448357388923	-5.41887039179011	-3.55917496385129	-7.66214154280247	NA	-10.6918888861965	-7.78499829058801	-6.40648666733428	-7.18938854566734	-6.73769257580965	NA	-7.66214154280247	-12.2768513869177	-7.57641166877659	-7.14756836997272	NA	-7.25448357388923	-9.57641166877659	-6.97307063874058	-10.1069263854754	-6.49549167339302	NA	-9.69188888619653	-8.46949646486008	-7.78499829058801	NA	NA	NA	NA	-10.4694964648601	-10.6918888861965	-12.2768513869177	NA	NA	-13.2768513869177
LLM.2015.11.22	-3.60637772537503	-12.2645892081268	-8.35769861251831	-3.100939532111	-2.80208693552956	-6.31039289773995	-3.56588454135648	-3.70616849485816	-9.80515758948953	-4.13273224751803	-4.43169919396208	-3.56588454135648	-4.94266111323946	-5.08468011811189	-8.22019508876837	NA	-4.62434427190448	-5.59925329094165	-4.91144238262874	-6.72543039701879	-6.64987936401162	NA	-7.53666875356362	-6.8216457122781	-6.04542068766466	-6.03577051763094	-6.6207330183521	NA	-8.31039289773995	-12.2645892081268	-7.77273611179715	-6.6207330183521	NA	-8.40660821299925	-9.35769861251831	-10.4572342860692	-13.2645892081268	-6.8895497767799	NA	-8.40660821299925	-8.09466420668451	-6.03577051763094	NA	NA	-11.6796267074057	-8.67962670740567	-10.0946642066845	-10.6796267074057	NA	NA	-11.6796267074057	NA
LLM.2015.12.27	-6.28175665407588	NA	-8.14115832390308	-3.28175665407588	-2.51388501832396	-5.04643966664994	-3.57521304935229	-3.17372618635951	-9.94851324596068	-3.93059133796342	-4.94851324596068	-3.55105251990596	-5.46954144092774	-5.46308641879044	-7.48908162732339	NA	-4.98042249391543	-8.18297849959771	-3.55619582318192	-7.87812391806929	-6.64108472076844	NA	-7.22604722148959	-5.45026237843286	-5.70819891662697	-7.0609879752191	-9.46308641879044	NA	-9.27044134084804	-9.02251382740446	-7.57000162270695	-6.91288933622996	NA	-7.29316141734813	-8.41246034572047	-8.94851324596068	-11.270441340848	-6.74687938479103	-12.270441340848	-7.94851324596068	-8.36355074523953	-8.41246034572047	NA	-10.1005163394057	-9.57000162270695	-9.57000162270695	-11.270441340848	NA	NA	NA	-9.57000162270695	NA
LLM.2016.01.10	-6.08047076759202	-11.6853328257509	-4.42794498305823	-1.27948224731843	-3.70424128830095	-3.98952455634144	-4.90397311222622	-5.89525589512512	-7.06084196084309	-5.27594188961318	-6.65558548235683	-3.71762622895777	-8.56985560833095	-7.41231433134447	-8.74673337041503	NA	-3.97337911959275	-9.56985560833095	-6.47587946012193	-8.94836723158468	-8.31609901608516	NA	-8.31609901608516	-4.46616430528872	-10.270295326472	-8.68533282575088	-10.6853328257509	-12.270295326472	-10.6853328257509	-5.85244281158614	-6.39993060688864	-7.54237487190884	NA	-7.98489310760979	-7.46294040441444	-10.9483672315847	NA	-7.3876522771102	-10.270295326472	-8.46294040441444	-10.6853328257509	-7.3876522771102	-11.270295326472	-10.4629404044144	-7.16177086969387	-9.56985560833095	-12.270295326472	NA	-12.270295326472	-9.68533282575088	-11.6853328257509	NA
LLM.2016.01.24	-5.80444097430694	NA	-6.96826577621284	-2.58292211947668	-3.37420106838443	-4.39860241187456	-4.10713959771425	-3.54412606982674	-6.36515592878142	-5.03364178506486	-3.762271520063	-3.04082534367875	-6.57160680624885	-4.58554599720672	-9.36515592878142	-12.2720465243899	-5.64268990431033	-7.27204652438994	-4.90572431014412	-5.79631309342354	-6.87972910161118	NA	-6.78019342806026	-5.77220063730673	-5.21135059270238	-6.73288771328191	-7.65733668027473	NA	-10.9501184295026	-5.13249517199114	-8.51715902222647	-7.27204652438994	NA	-9.95011842950258	-8.68708402366878	-12.2720465243899	-10.2720465243899	-7.65733668027473	NA	-8.14276350744497	-8.95011842950258	-7.74848456833293	NA	-8.74848456833293	-7.49068681086528	-8.68708402366878	-9.1845836831396	-12.2720465243899	-9.46469160233233	-10.6870840236688	-10.4646916023323	NA
LLM.2016.02.07	-3.25165701584164	-11.6848946939337	-6.56941747651378	-2.96379550522653	-2.75415735637083	-5.12011007515019	-4.60452127746969	-2.6395900696281	-7.74629523859786	-4.83940464298934	-5.04585552045676	-3.29400922664808	-7.46250227259726	-5.45607600343783	-8.18239435340453	NA	-5.59037709514942	-6.93000719177024	-5.37503943134692	-6.05068867419271	-6.43696718049013	NA	-6.79412376368847	-4.92556128673905	-8.94792909976751	-6.38721414529303	-7.59743185268337	NA	-12.2698571946549	-8.36296659904635	-8.46250227259726	-8.06040382902592	NA	-10.2698571946549	-10.9479290997675	-9.94792909976751	-13.2698571946549	-8.26985719465487	-11.6848946939337	-8.56941747651378	-8.94792909976751	-7.59743185268337	NA	-11.6848946939337	-8.81042557601757	-9.68489469393371	-8.87753977187611	-11.6848946939337	-12.2698571946549	-11.6848946939337	-10.4625022725973	NA
LLM.2016.02.28	-8.36135897638597	-7.68328707127334	-7.31405326160762	-3.05757822820887	-2.59405730384881	-4.87593214921573	-3.33751223443161	-3.23896234502625	-6.17021748903397	-5.88454527952044	-3.98284735313224	-3.44966739451363	-5.36135897638597	-4.32280573561658	-9.5678098538534	NA	-6.62439338221977	-7.22385545263604	-4.21840102254393	-6.8088179533572	-6.6100380892427	NA	-6.91069756737641	-5.08834048197956	-6.17021748903397	-6.65353972787928	-7.91069756737641	NA	NA	-7.68328707127334	-9.02032205855091	-7.8088179533572	NA	-8.62439338221977	-10.2682495719945	-11.2682495719945	-9.46089464993689	-7.98284735313224	-10.0983245705522	-9.36135897638597	-7.33751223443161	-7.22385545263604	-12.2682495719945	-9.94632147710713	-10.6832870712733	-9.18078673074415	-8.5678098538534	-11.2682495719945	-10.0983245705522	-11.6832870712733	-9.8088179533572	NA
LLM.2016.03.13	-3.97331871946829	-10.1048899130085	-6.84855015974874	-3.47877530562107	-2.59182033076915	-4.31771287288855	-3.03880072255075	-3.0678005942733	-10.2748149144508	-5.08993957154255	-4.39523166483805	-3.36192557822087	-7.25244710142238	-4.88249749167208	-7.95288681956347	NA	-6.76702027425214	-7.75125295839382	-4.92608676021976	-8.57437519630974	-6.41683391932326	NA	-5.9986905091766	-7.7202260627732	-5.39829796788584	-6.48039904810073	-6.95288681956347	NA	-10.1048899130085	-9.36792431884232	-9.36792431884232	-8.51992741228737	NA	-9.95288681956347	NA	-8.95288681956347	-11.2748149144508	-7.95288681956347	NA	-9.81538329581354	-8.1873520732005	-6.41683391932326	NA	-12.2748149144508	-9.68985241372968	-8.88249749167208	-9.36792431884232	-12.2748149144508	NA	NA	-10.6898524137297	NA
LLM.2016.03.27	-3.48639040505905	NA	-7.413044255489	-3.28803167592226	-3.19822271607236	-4.413044255489	-3.61818027761459	-2.4138217791084	-9.68606274989541	-5.17826810969672	-4.25421696293002	-3.3197405356496	-6.27102525061657	-5.7791721542869	-8.62716906084185	NA	-6.3168289402297	-8.18356240936623	-4.87870782783781	-5.92229709638549	-7.84476049591447	NA	-6.00423870992167	-7.57058553247548	-6.38838220125473	-6.87870782783781	-6.40066053103317	NA	-9.46367032855897	-11.2710252506166	-8.94909715572921	-10.2710252506166	NA	-11.2710252506166	-10.463670328559	-10.463670328559	-9.94909715572921	-7.48966553709191	NA	-9.18356240936623	-8.68606274989541	-5.83639702297985	NA	-11.6860627498954	-12.2710252506166	-9.18356240936623	-9.94909715572921	NA	-11.2710252506166	NA	-12.2710252506166	NA
LLM.2016.04.24	-4.39943181922225	-10.6971123678629	-8.19461202733375	-2.99667264972184	-3.78422303163297	-6.09225030970407	-3.08608757055558	-2.3602339315096	-5.52718736642062	-5.46829367736705	-3.91794021357603	-3.51223702495465	-5.29339018181192	-5.79022177225441	-9.82264324994679	NA	-6.14252351618529	-7.0341473551405	-5.17355041180592	-5.54736524835825	-9.28207486858409	NA	-6.316290583922	-6.90703543723716	-5.33370763699941	-8.52718736642062	-5.54060788218294	NA	NA	-10.9601467736967	-8.37518427297557	-7.66736502446888	-13.2820748685841	-9.0341473551405	-10.1121498671418	-10.1121498671418	NA	-7.3513375310212	NA	-8.82264324994679	-7.28207486858409	-8.15279185163912	NA	-11.6971123678629	NA	-9.28207486858409	-10.4747199465265	-12.2820748685841	-9.96014677369672	NA	NA	-7.924522863966
LLM.2016.05.08	-7.02994103273326	NA	-3.09920369517037	-3.1904057049265	-3.44181819111877	-2.85685569039761	-3.37248154115871	-3.06354942537607	-7.52298104401337	-5.11296161950115	-5.02048070348419	-3.57569586081129	-6.70801293784589	-5.09795945616191	-7.95594045128948	NA	-6.02048070348419	-8.81843692753954	-5.64851192609723	-6.85160379147474	-7.21177935571907	NA	-8.69290604545568	-6.97408779799974	-6.92031654155876	-6.81843692753954	-8.06841518054789	NA	-11.2778685461768	-11.6929060454557	-8.02994103273326	-6.56362302851072	NA	-9.57742882803575	-9.95594045128948	-12.2778685461768	-11.6929060454557	-7.7232796944992	NA	-8.63401235640212	-9.37097795056832	-6.31208426151475	NA	-10.9559404512895	-11.2778685461768	-8.88555112339808	-10.6929060454557	-12.2778685461768	NA	-10.9559404512895	-11.6929060454557	NA
LLM.2016.05.22	-7.8128862190786	NA	-3.87940141345837	-2.13128005950109	-4.0151492995826	-1.9788194552231	-4.88159896916262	-5.42536978256366	-6.21678316075225	-4.23072235171012	-6.86411154243378	-4.59890603755836	-7.65418847305955	-9.65418847305954	-7.13062651700253	NA	-4.5112305192175	-10.0692259723384	-7.68456212210306	-10.4317960517231	-8.7797193551434	NA	-8.38116997865313	-6.59529478400598	NA	NA	-10.0692259723384	NA	-10.4317960517231	-5.9723644330858	-6.86411154243378	-6.4317960517231	NA	-10.4317960517231	-5.35040772488244	NA	NA	-8.4317960517231	NA	-5.73135633358201	NA	-8.84683355100194	-8.28495466339383	-6.14111889082017	-6.26187105028079	-6.35650792441886	NA	NA	NA	-9.65418847305954	NA	NA
LLM.2016.06.05	NA	-11.6888330984931	-3.38505235031601	-2.38353132219316	-2.66000613474168	-4.94287872109965	-3.65724675543527	-3.10136809056878	-9.18633275796392	-4.91624359459618	-4.59080101553258	-3.99767119394003	-6.40343087963086	-5.67388275702714	-7.84753084451217	NA	-5.23487660992196	-9.57335588107317	-5.3609062629843	-8.62993940943954	-6.78194250288459	NA	-7.25142778618581	-7.34305826165138	-7.12404847970958	-5.56643646713338	-8.68883309849311	NA	-9.10387059777195	-11.6888330984931	-9.10387059777195	-7.34305826165138	NA	-8.75023364315725	-9.36690500360575	-10.9518675043269	NA	-7.31959928882739	NA	-8.41581460408669	-7.31959928882739	-6.81436398057697	NA	-11.6888330984931	-10.103870597772	-10.103870597772	-9.02586808577068	-9.81436398057697	NA	NA	NA	NA
