feature	Aggregatibacter	Akkermansia	Bacteroides	Bifidobacterium	Bilophila	Blautia	Clostridium	Coprococcus	Desulfovibrio	Dialister	Dorea	Erwinia	Faecalibacterium	Fusobacterium	Lachnobacterium	Lachnospira	Methanobrevibacter	Oscillospira	Parabacteroides	Parvimonas	Phascolarctobacterium	Prevotella	Providencia	Pseudomonas	Roseburia	Ruminococcus	Serratia	Sutterella	Synergistes	Unclassified Burkholderiaceae	Unclassified Christensenellaceae	Unclassified Clostridiaceae	Unclassified Coriobacteriaceae	Unclassified Cyanobacteria	Unclassified Enterobacteriaceae	Unclassified Erysipelotrichaceae	Unclassified Firmicutes	Unclassified Lachnospiraceae	Unclassified Proteobacteria	Unclassified Rikenellaceae	Unclassified Ruminococcaceae	Unclassified S24-7	Unclassified Tenericutes	Unclassified [Barnesiellaceae]	Veillonella	[Eubacterium]	[Prevotella]	[Ruminococcus]
LLM.2018.12.01	NA	-4.51502912506667	-3.58641375830344	-12.2799007158028	-7.99449849694051	-6.56565519813664	-8.75633875974575	-3.22461828030157	-8.57946099766167	-6.32570440541589	-8.47254579374516	NA	-4.73300625591513	NA	NA	-3.41726335824397	NA	-6.0607321953406	-5.99449849694051	NA	-10.2799007158028	-9.37301012019424	NA	-11.2799007158028	NA	-5.2300521663522	-8.03197320235918	-7.75633875974575	-12.2799007158028	NA	-7.17137625902459	-10.6949382150816	-10.9579726209154	-8.03197320235918	-3.31845102140457	-6.20308511875193	-3.6987001338778	-3.43127777537342	-7.07044735017381	-3.4126219760931	-3.0802283709664	-6.59340018861954	-7.92234871118468	-9.69493821508161	NA	NA	NA	-10.6949382150816
LLM.2018.12.12	NA	-5.33715766021169	-2.76303143129637	-12.2737955992143	-7.60137025724277	-6.58729507203105	-10.6888330984931	-4.34898309560848	-7.91624359459618	-6.26256834379101	-7.60137025724277	NA	-4.5189080970508	NA	NA	-4.17050779080224	NA	-5.93394559632964	-5.18103845829441	NA	-8.81436398057697	-6.61558411646247	NA	NA	-7.71920674753663	-4.79401533518516	NA	-7.41581460408669	NA	NA	-7.39115254985242	-9.18633275796392	-11.6888330984931	-6.53232861281312	-5.51224436676979	-6.12404847970958	-4.2851109124421	-3.0105263988416	-6.24037259767681	-2.98723783760631	-2.81744118410598	-5.91624359459618	-8.36690500360575	-8.31959928882739	NA	NA	NA	-8.06434223358531
LLM.2018.12.25	NA	-5.71019015296944	-3.42517737804015	-8.95811766641302	-8.63618957152566	-6.74088695019235	-8.42206476617281	-3.6634969175214	-9.19258292005004	-6.12017442452199	-8.32584945091351	NA	-4.59354523411717	-9.28004576130038	-11.2800457613004	-3.18596807562848	NA	-6.17152130452222	-5.47914586138008	NA	-9.69508326057923	-7.0512270708045	NA	-12.2800457613004	-7.47269083924278	-4.463062138045	-8.11012075985807	-7.99464354243814	-13.2800457613004	NA	-7.39740271193854	-9.57960604315929	-11.2800457613004	-5.47269083924278	-4.84541753366366	-7.1302986417957	-3.63078958378307	-2.87809963732385	-7.55212530673719	-3.67827497289267	-3.04522833018306	-6.18201367833986	-7.55212530673719	-8.69508326057923	NA	NA	NA	-10.2800457613004
LLM.2019.01.13	NA	-4.29889055881049	-3.7752043984539	-8.81959851781235	-8.63517394667492	-6.93918013356502	-9.03110262300606	-4.10161059846041	-7.78717704011997	-5.97524938827255	-9.47167521439204	NA	-4.84857758478412	NA	NA	-3.42884329880387	NA	-6.5375631500485	-5.77918424936644	NA	-10.2790301364496	-7.9936279175874	NA	-12.2790301364496	-7.85276538174755	-4.97982211806237	-9.81959851781235	-7.92147813183156	-10.1091051350073	NA	-6.56478461878353	-9.81959851781235	-11.6940676357285	-8.63517394667492	-6.12928301694497	-7.52414263428618	-3.5630681461945	-3.41794323045425	-3.30175021294973	-3.34977172781268	-2.98670850364761	-4.92147813183156	-8.75546818039264	-8.0695767708207	-12.2790301364496	NA	NA	-11.2790301364496
LLM.2019.01.27	NA	-5.93627440238961	-3.10119872277356	-9.1886615640239	-8.52123690311077	-6.52123690311077	-8.81669278663694	-5.11625306849585	-8.1886615640239	-5.40575968569083	-9.02819689183065	NA	-5.00933786457934	NA	NA	-3.52458034618514	NA	-6.05695588481208	-5.40575968569083	NA	-10.4687694832166	-8.41814341014667	NA	NA	-7.52123690311077	-4.65041556220977	-9.27612440527424	-7.75256244921722	-10.9541963103869	NA	-6.60369906330274	-9.46876948321663	-10.2761244052742	-7.12637728576956	-5.07645206043787	-6.46876948321663	-3.91857240065615	-3.38586012825313	-3.30027643726745	-3.12004132898556	-3.17809232231371	-5.42437536385818	-8.1886615640239	-9.10619940383192	NA	NA	NA	-9.1886615640239
LLM.2019.02.10	NA	-5.32673878356143	-3.15357249780608	-9.27510601514611	-8.36821541953759	-7.14582299820114	-8.69014351442496	-4.7554697623029	-7.7515440590891	-5.84884126044401	-8.41712502001854	NA	-4.39858906858111	NA	NA	-3.53870408382782	NA	-6.06565264951716	-5.82389490331378	NA	-10.690143514425	-7.57466629700502	NA	-13.2751060151461	-7.60268067317462	-4.25273820211766	NA	-7.95317792025875	-10.4677510930885	NA	-6.56086049747999	-9.69014351442496	-10.690143514425	-7.20901682468834	-6.60268067317462	-6.480690148796	-3.81567439650881	-3.19829041809528	-3.79532575111701	-3.32090970475924	-3.05593749468395	-4.91755401052803	-7.98970379628386	-9.27510601514611	NA	NA	NA	-10.4677510930885
LLM.2019.02.24	NA	-4.03738222200308	-3.32956297349639	-7.9442728176116	-7.38355786313712	-7.43331089833422	-9.68123841177781	-4.06162976824976	-8.01827339905538	-5.99007650722472	-8.35931031689044	-8.31200460211209	-4.49141385289779	NA	NA	-3.43331089833422	NA	-6.8738834897202	-5.83993615779686	NA	-10.6812384117778	-9.80676929386166	NA	-12.266200912499	-6.66628807031183	-4.38050453915957	NA	-7.77434781616929	-9.45884599044136	NA	-5.80676929386166	-9.80676929386166	-9.17873807124862	-8.45884599044136	-6.24383309947051	-6.72704210139093	-3.51131341033549	-3.43015055744089	-3.9924053132847	-4.30619898043088	-2.74558223194268	-6.45884599044136	-8.35931031689044	-8.09627591105665	NA	NA	NA	-10.0962759110566
LLM.2019.03.18	NA	-7.51526179515303	-3.36626745158032	-7.02222178387292	-9.56970957917541	-5.59066919781106	-8.02222178387292	-6.89510986596958	-8.10022429587419	-6.48878958379184	-7.56970957917541	NA	-3.61551326878854	NA	NA	-4.99868626941213	NA	-7.14086628037154	-5.00805445194632	NA	-11.6851867965953	-7.5422288427533	NA	NA	-6.71556044563887	-4.23672629577905	NA	-9.10022429587419	-11.6851867965953	NA	-8.06069593168755	-10.4627943752589	-8.62629310754178	-9.4627943752589	-2.73293089677791	-5.19868693475988	-4.1077579685596	-2.97094127892922	-5.48224673792507	-3.58540067689488	-3.1370070849159	-6.0033627566216	-9.36325870170799	-10.2701492973165	NA	-13.2701492973165	NA	-7.59772395534501
LLM.2019.03.31	NA	-7.36530176603612	-2.65840289717206	-9.1847295203943	-8.62833617186991	-6.34145502408175	-9.57175264350355	-7.12244524213996	-7.81276074300734	-5.42670231070026	-9.1847295203943	NA	-4.65014054218826	NA	-13.2721923616446	-4.04819068744653	NA	-6.59976701967314	-5.69476353360889	NA	-10.2721923616446	-11.2721923616446	NA	NA	-11.6872298609235	-4.01952692919439	NA	-7.22779824228618	NA	NA	-5.81276074300734	-9.95026426675727	-9.81276074300734	-8.36530176603612	-4.70233675331369	-7.14290934469967	-4.14807104981545	-3.24843800834522	-3.40182764206123	-2.88956833506972	-3.42670231070026	-6.19537676459381	-6.55794684397851	-8.51730485948117	-13.2721923616446	-13.2721923616446	NA	-9.46483743958703
LLM.2019.04.14	NA	-5.09598300778879	-3.23386228230029	-7.17844516798076	-8.05645464360215	-6.30012372456901	-8.8064763905938	-5.15738355245293	-8.8064763905938	-5.51102050706763	-8.13662499228614	NA	-4.89522060242388	NA	NA	-3.90615844890877	NA	-7.03708931873522	-5.27722332245894	NA	-10.6809455085099	-9.2659080092311	NA	-12.2659080092311	-7.48454829570644	-4.48783087969574	NA	-6.839643254529	-10.4585530871735	NA	-5.95302505394675	-9.94397991434374	-9.09598300778879	-7.8064763905938	-8.74234605317409	-6.31171169884423	-3.63837412475831	-3.77205255999028	-3.55682419668076	-2.64477189595646	-2.96441181424855	-6.68094550850994	-7.2659080092311	-7.74234605317409	NA	NA	NA	-9.2659080092311
LLM.2019.04.28	NA	-4.47533086775717	-2.82355026046346	-7.17903091506184	-7.68153125559103	-7.20040456585441	-7.65178391219698	-5.53857330174898	-8.26649375631218	-5.3416812527064	-8.51160625414871	NA	-5.152751590263	NA	NA	-3.70234426632645	NA	-6.52502676991104	-5.68906492827644	NA	-11.2664937563122	-10.4591388342546	NA	NA	-6.99970721561728	-5.60828227356039	NA	-7.87417633353342	-11.681531255591	NA	-5.43360374214744	-10.681531255591	-9.68153125559103	-9.09656875486987	-7.71190490463455	-6.69663814798124	-3.46397739119096	-3.6573150181702	-2.62896320478687	-4.49170669671101	-2.95021222456596	-6.28921383281227	-7.62263756653746	-8.26649375631218	NA	NA	NA	-9.68153125559103
LLM.2019.05.12	NA	-6.26067341696829	-3.71347995912288	-7.91434866777346	-7.71731182071391	-6.91434866777346	-7.41391967726397	-4.54058164136648	-7.71731182071391	-5.41391967726397	-8.14261765544658	NA	-4.83727244475482	NA	NA	-3.3575155402361	NA	-6.65719082827634	-5.82068956055921	NA	-11.6869381716704	-10.9499725775042	NA	-9.94997257750418	-7.3892576230297	-4.89252230532028	NA	-8.41391967726397	-10.6869381716704	NA	-5.71731182071391	-11.6869381716704	-9.27190067239154	-10.4645457503339	-8.51701317022808	-7.24953285936309	-3.81042122510539	-3.90121326558433	-2.06244730676259	-4.52035661330244	-2.83206978841015	-6.86250973625384	-8.81246905375425	-8.57146095425045	NA	NA	NA	-9.10197567094923
LLM.2019.05.19	NA	-4.72784747507355	-3.36098621155874	-7.98547707646654	-8.87856187255002	-7.43798928116404	-8.57043957718769	-5.08105473644877	-7.98547707646654	-6.58437876814557	-8.81144767669149	NA	-4.79109903129968	-12.2708792953288	NA	-3.062644936989	NA	-6.96709854715168	-5.64882747587241	-11.2708792953288	-10.9489512004414	-7.51599179316532	NA	-9.94895120044142	-9.81144767669149	-4.94895120044142	NA	-7.36398869972027	-13.2708792953288	NA	-6.28219460855662	-9.18341645407845	-10.6859167946076	-6.51599179316532	-7.51599179316532	-6.98547707646654	-3.5878847116471	-3.53109868555552	-2.5782637936342	-4.58088132390934	-3.07489199730028	-5.1571371292796	-8.22648517597033	-8.31668298494191	-13.2708792953288	NA	NA	-9.18341645407845
LLM.2019.06.02	NA	-4.63699072175628	-3.17888450058555	-7.74278538577888	-8.87402991905713	-6.3474841045613	-8.22195322247744	-4.72718853072786	-7.98094512297364	-5.78253156457164	-11.2663473418359	NA	-4.45256615061886	NA	NA	-3.41147895857566	NA	-7.01841982839231	-5.64429552237952	NA	-11.2663473418359	-9.17888450058555	NA	-8.22195322247744	-7.87402991905713	-4.22195322247744	-6.15782288505772	-7.98094512297364	NA	NA	-5.42714355373895	-9.45899241977829	-9.35945674622737	-7.74278538577888	-7.35945674622737	-6.72718853072786	-3.40216119718161	-3.18819653410124	-3.8069157231986	-4.49816301705897	-2.9466752208889	-6.11660022233121	-7.98094512297364	-9.5659076236948	NA	NA	NA	-8.8069157231986
LLM.2019.06.16	NA	-6.37926914232647	-3.54957305251446	-8.31989059524754	-9.27408690563441	-6.24066390409696	-7.18662406438408	-6.44119689146967	-8.63023071585969	-6.16556244885625	-7.60166156366292	NA	-4.78223380930474	NA	NA	-2.92757317246878	NA	-6.68912440491326	-6.3671963100259	NA	-12.2740869056344	-7.12433978612973	NA	-10.1041619041921	-7.65937706151921	-4.33157240029517	-6.49272719210975	-8.1041619041921	NA	NA	-6.97030615745731	-10.4667319835768	-9.81465528699712	-7.60166156366292	-8.1041619041921	-6.5875863784512	-3.46673198357681	-3.22696299352039	-2.7762350686833	-3.79430664160531	-3.49765387318968	-4.67417406344729	-7.98868468677217	-10.2740869056344	-13.2740869056344	NA	NA	-10.6891244049133
LLM.2019.06.23	NA	-6.67490207226371	-3.21547045362641	-7.57437519630974	-8.51992741228737	-6.13526356205204	-8.10488991300852	-6.39217186508899	-8.88249749167208	-5.95288681956347	-8.63095872467611	NA	-4.67490207226371	NA	NA	-3.60062264630515	NA	-7.16629045767267	-6.3323004091116	NA	-13.2748149144508	-10.1048899130085	NA	NA	-8.10488991300852	-4.81538329581354	-6.95288681956347	-8.68985241372968	-11.6898524137297	NA	-6.81538329581354	-9.95288681956347	-9.02688740100725	-10.9528868195635	-9.1873520732005	-6.0949058244359	-3.97560689606356	-3.86118698542666	-1.88357132502339	-4.10990798777515	-2.9540143655692	-7.29753499095092	-7.95288681956347	-10.2748149144508	NA	NA	NA	-9.02688740100725
LLM.2019.07.14	NA	-7.22896440990825	-4.26773398007282	-11.2733585292667	-8.62950233949197	-7.08353397038668	-8.62950233949197	-7.12361140976202	-7.91580652464862	-4.80983415599552	-8.36646793365818	NA	-4.93796817457277	NA	NA	-4.34262119170381	NA	-6.44046851510196	-6.8470937745646	NA	-10.2733585292667	-7.6009331872952	NA	-10.1034335278244	-7.22896440990825	-5.07860167484445	-5.64400190918709	-7.14407551232173	-10.9514304343793	NA	-5.9695777810896	-10.2733585292667	-9.68839602854554	-9.46600360720909	-4.29607860576678	-6.68839602854554	-4.23718491671321	-3.18855014146234	-2.40376468602591	-4.69971134177338	-2.39530761653816	-4.73032670901146	-8.51847102710323	-10.1034335278244	NA	NA	NA	-7.88104110648794
LLM.2019.07.28	NA	-4.16276665988635	-7.05660110266942	-9.94412637341101	-7.1367714513534	-6.38341141893653	-9.45869954624077	-6.99926792760347	-8.94412637341101	-6.11630734879369	-8.31185815791149	NA	-5.47815190890694	-13.2660544682984	NA	-4.21893055618434	NA	-6.12650311589958	-6.14711339557486	NA	-8.74249251224136	-10.4586995462408	NA	-10.2660544682984	-8.94412637341101	-4.34421353122388	-9.01812695485478	-7.31185815791149	-9.80662284966107	NA	-4.62580953207602	-9.45869954624077	-8.68109196757721	-11.2660544682984	-4.10366313954146	-5.77420137196869	-3.98760501007789	-3.77821443447532	-2.86517503201619	-3.17726622958146	-2.33088941869467	-8.68109196757721	-9.26605446829837	-7.22166034893992	NA	NA	NA	-7.90850246368029
LLM.2019.08.11	NA	-5.95623093654988	-3.46117540818186	-8.37126843582872	-9.57771931329615	-6.75459707538023	-9.37126843582872	-6.37126843582872	-8.81872741279994	-5.30087910793732	-8.23376491207878	-13.2781590314372	-4.77831314435403	NA	NA	-4.04214483953715	NA	-6.02077118874459	-7.60573368946574	NA	-10.1082340299949	-8.27815903143724	NA	-10.6931965307161	-8.23376491207878	-4.35631809436275	NA	-7.60573368946574	-11.6931965307161	NA	-7.37126843582872	-9.81872741279994	-9.27815903143724	-8.27815903143724	-4.18804661177295	-7.06870566580829	-3.3341791170935	-3.30517924537095	-2.66805696843757	-3.77433329344149	-3.02077118874459	-5.82694791960491	-7.42017803630967	-9.57771931329615	-13.2781590314372	NA	NA	-9.10823402999493
