feature	Aggregatibacter	Akkermansia	Bacteroides	Bifidobacterium	Bilophila	Blautia	Clostridium	Coprococcus	Desulfovibrio	Dialister	Dorea	Erwinia	Faecalibacterium	Fusobacterium	Lachnobacterium	Lachnospira	Methanobrevibacter	Oscillospira	Parabacteroides	Parvimonas	Phascolarctobacterium	Prevotella	Providencia	Pseudomonas	Roseburia	Ruminococcus	Serratia	Sutterella	Synergistes	Unclassified Christensenellaceae	Unclassified Clostridiaceae	Unclassified Coriobacteriaceae	Unclassified Cyanobacteria	Unclassified Enterobacteriaceae	Unclassified Erysipelotrichaceae	Unclassified Firmicutes	Unclassified Lachnospiraceae	Unclassified Proteobacteria	Unclassified Rikenellaceae	Unclassified Ruminococcaceae	Unclassified S24-7	Unclassified Tenericutes	Unclassified [Barnesiellaceae]	Veillonella	[Eubacterium]	[Prevotella]	[Ruminococcus]
LLM.2017.01.31	NA	0.0102956167176351	0.0832823649337411	0.000305810397553517	0.00285423037716616	0.0240570846075433	0.00295616717635066	0.045158002038736	0.0124362895005097	0.0208970438328236	0.00234454638124363	NA	0.0234454638124363	NA	NA	0.0235474006116208	NA	0.00519877675840979	0.0182466870540265	NA	0.00805300713557594	0.00642201834862385	0.0188583078491335	NA	0.0110091743119266	0.0482161060142712	NA	0.00265035677879715	0.00234454638124363	0.0153924566768603	0.00224260958205912	0.00224260958205912	0.00224260958205912	0.00193679918450561	0.00998980632008155	0.0230377166156983	0.0834862385321101	0.00112130479102956	0.141997961264016	0.316615698267074	0.00652395514780836	0.00214067278287462	0.0122324159021407	NA	NA	NA	0.00621814475025484
LLM.2017.02.11	NA	0.0150559511698881	0.157985757884028	0.000508646998982706	0.00762970498474059	0.0191251271617497	0.00366225839267548	0.0241098677517803	0.0069175991861648	0.02706002034588	0.00905391658189217	NA	0.0241098677517803	NA	NA	0.0409969481180061	NA	0.0122075279755849	0.0307222787385554	NA	0.000508646998982706	0.00661241098677518	0.00956256358087487	0.0401831129196338	0.00193285859613428	0.0211597151576806	NA	0.00325534079348932	0.00244150559511699	0.0516785350966429	0.00295015259409969	0.000610376398779247	0.00233977619532045	0.00315361139369278	0.00773143438453713	0.0356052899287894	0.0772126144455748	0.00620549338758901	0.130417090539166	0.186368260427263	0.00976602238046795	0.00325534079348932	0.00905391658189217	NA	0.000305188199389624	NA	0.00854526958290946
LLM.2017.02.26	NA	0.00754906894816306	0.0279818822345244	NA	0.000603925515853045	0.0408656265727227	0.00402617010568697	0.0760946149974836	0.00181177654755913	0.0123804730749874	0.00664318067438349	NA	0.0266733769501761	NA	NA	0.0127830900855561	NA	0.00191243080020131	0.00342224458983392	NA	0.000301962757926522	0.000402617010568697	0.000603925515853045	0.000201308505284348	0.00261701056869653	0.0327126321087066	0.000201308505284348	0.000603925515853045	0.000503271263210871	0.00513336688475088	0.00140915953699044	0.000704579768495219	0.000402617010568697	0.457976849521892	0.0149974836436839	0.0430800201308505	0.0730749874182184	0.000201308505284348	0.0184197282335179	0.110015098137896	0.00181177654755913	0.00533467539003523	0.00120785103170609	NA	NA	NA	0.00533467539003523
LLM.2017.03.13	NA	0.0229768198454656	0.0721838145587637	NA	0.00203334688897926	0.0235868239121594	0.00437169581130541	0.142639284261895	0.00498169987799919	0.0287718584790565	0.00732004880032534	0.0249084993899959	0.0295851972346482	NA	NA	0.0756405042700285	NA	0.00732004880032534	0.00843838958926393	NA	0.00172834485563237	0.00101667344448963	0.00305002033346889	NA	0.0157584383895893	0.0284668564457096	NA	0.00142334282228548	0.000915006100040667	0.0175884505896706	0.00223668157787719	0.00162667751118341	0.00254168361122408	0.0541886945912973	0.0102684017893453	0.0406669377795852	0.0897722651484343	0.00203334688897926	0.0405652704351362	0.207198047986987	0.00305002033346889	0.00599837332248882	0.008235054900366	NA	NA	NA	0.00691337942252948
LLM.2017.04.16	NA	0.0418097354069885	0.233791153302363	NA	0.00111088668955767	0.0135326196727934	0.00151484548576045	0.0640274691981418	0.00151484548576045	0.0101999596041204	0.00222177337911533	NA	0.0249444556655221	NA	NA	0.0720056554231468	NA	0.0164613209452636	0.0167642900424157	NA	0.000908907291456271	0.0566552211674409	0.022318723490204	NA	0.0231266410826096	0.0304988891133104	NA	0.00434255705917996	NA	0.00484750555443345	0.00131286608765906	0.000504948495253484	0.00212078368006463	0.00131286608765906	0.00343364976772369	0.0300949303171077	0.107049080993739	0.000706927893354878	0.0797818622500505	0.103312462128863	0.0153504342557059	0.00141385578670976	0.00878610381741062	0.000403958796202787	NA	NA	0.00181781458291254
LLM.2017.04.30	NA	0.0534127625201939	0.138327948303716	NA	0.000908723747980614	0.027564620355412	0.00232229402261712	0.0680533117932149	0.00181744749596123	0.00757269789983845	0.00262520193861066	NA	0.0573505654281099	NA	NA	0.0786550888529887	NA	0.00646203554119548	0.0177705977382876	NA	0.000302907915993538	0.052907915993538	0.018578352180937	NA	0.0183764135702746	0.0322092084006462	NA	0.00989499192245557	0.000100969305331179	0.00252423263327948	0.00232229402261712	0.000706785137318255	0.014640549273021	0.000605815831987076	0.00454361873990307	0.0671445880452343	0.118537964458805	0.0082794830371567	0.06078352180937	0.0843093699515347	0.0255452342487884	0.00393780290791599	0.00838045234248788	0.000706785137318255	NA	NA	0.00181744749596123
LLM.2017.05.14	NA	0.0545950864422202	0.140430694570822	NA	0.00192093822667071	0.0254777070063694	0.00313416236983116	0.0858356081286018	0.0040440804772015	0.0196137903144273	0.00384187645334142	NA	0.0712769184106764	NA	NA	0.0586391669194217	NA	0.0128399555151148	0.0125366494793246	NA	0.00252755029825094	0.00121322414316045	0.00222424426246082	NA	0.00535840663229198	0.0191082802547771	NA	0.00626832473966232	0.00151653017895056	0.00545950864422202	0.000505510059650187	0.00040440804772015	0.00485289657264179	0.0203215043979375	0.00758265089475281	0.0419573349509655	0.0943281771307249	0.00465069254878172	0.0949347892023051	0.166110605601051	0.0116267313719543	0.00313416236983116	0.00798705894247296	0.000202204023860075	NA	NA	0.00353857041755131
LLM.2017.05.28	NA	0.0670227776657932	0.157528724047571	NA	0.00312437008667607	0.0279177585164281	0.0043338036686152	0.0472686958274541	0.00251965329570651	0.0301350534166499	0.00614795404152389	NA	0.0916145938318887	NA	NA	0.0574480951421084	NA	0.0102801854464826	0.0188470066518847	NA	0.00201572263656521	0.0174360008062891	0.00856682120540214	NA	0.0048377343277565	0.0236847409796412	NA	0.0038298730094739	0.000201572263656521	0.00272122555936303	0.00110864745011086	0.000403144527313042	0.00191493650473695	0.000604716790969563	0.00604716790969563	0.0398105220721629	0.11237653698851	0.00272122555936303	0.0751864543438823	0.132130618826849	0.0287240475710542	0.00010078613182826	0.00715581535980649	0.000302358395484781	0.00010078613182826	NA	0.0038298730094739
LLM.2017.06.25	NA	0.191641490433031	0.101409869083585	0.000100704934541793	0.00372608257804632	0.00926485397784491	0.00181268882175227	0.0767371601208459	0.00161127895266868	0.0123867069486405	0.0067472306143001	NA	0.0414904330312185	NA	NA	0.105236656596173	NA	0.00906344410876133	0.0146022155085599	NA	0.00292044310171198	0.00835850956696878	0.00624370594159114	0.000100704934541793	0.00996978851963746	0.0187311178247734	NA	0.00513595166163142	0.00171198388721047	0.0027190332326284	0.00100704934541793	0.00080563947633434	0.00392749244712991	0.0118831822759315	0.00684793554884189	0.0529707955689829	0.0729103726082578	0.00251762336354481	0.0660624370594159	0.119536757301108	0.0153071500503525	0.00171198388721047	0.00896273917421954	0.000100704934541793	0.000100704934541793	NA	0.00362537764350453
LLM.2017.07.17	NA	0.0113876851758541	0.22946689509221	NA	0.000604655850045349	0.0153179482011488	0.00423259095031744	0.0124962209009372	0.000806207800060466	0.0368840068527663	0.00272095132520407	0.000604655850045349	0.0383956464778797	NA	NA	0.0936208807820216	NA	0.015519500151164	0.0215660586516175	NA	0.00221707145016628	0.0177365716013302	0.00322483120024186	NA	0.00594578252544593	0.0346669354026	NA	0.00362793510027209	0.000201551950015116	0.00272095132520407	0.000604655850045349	0.000604655850045349	0.00413181497530989	0.0472639322785448	0.00594578252544593	0.0398065101279855	0.127884712284591	0.00221707145016628	0.0572407538042931	0.127481608384561	0.0215660586516175	0.00171319157512849	0.004333366925325	0.00110853572508314	0.000705431825052907	NA	0.00342638315025698
LLM.2017.08.13	NA	0.0192365797159835	0.189243629771377	NA	0.00322288246550509	0.017826568637325	0.00292073723436398	0.0462282203645886	0.00483432369825763	0.0302145231141102	0.00312216738845805	NA	0.0557961526840568	NA	NA	0.0696948333165475	NA	0.0122872393997381	0.0105750830899386	NA	0.00171215630979958	0.0218551717192064	0.0162151274045725	0.000100715077047034	0.00785577600966865	0.0268909255715581	NA	0.00604290462282204	0.000201430154094068	0.00221573169503475	0.00151072615570551	0.000402860308188136	0.00694934031624534	0.00120858092456441	0.00916507201128009	0.056400443146339	0.153691207573774	0.00634504985396314	0.0451203545170712	0.135965354013496	0.0251787692617585	0.00100715077047034	0.00402860308188136	NA	NA	NA	0.00473360862121059
LLM.2017.09.16	NA	0.0455003019931548	0.0864707066639823	NA	0.00201328769881216	0.0185222468290719	0.00181195892893094	0.0767062613247433	0.00513388363197101	0.0159049728206161	0.0038252466277431	NA	0.073183007851822	NA	NA	0.10599959734246	NA	0.00966378095429837	0.015401650895913	NA	0.00191262331387155	0.0101671028790014	0.0161063015904973	0.000201328769881216	0.00322126031809946	0.0245621099255084	NA	0.00422790416750554	0.000704650694584256	0.0037245822428025	0.00110730823434669	0.00050332192470304	0.00684517817596135	0.000805315079524864	0.0062411918663177	0.0593919871149587	0.116267364606402	0.010267767263942	0.0865713710489229	0.148681296557278	0.0283873565532515	0.00332192470304006	0.00483189047714918	0.000201328769881216	NA	NA	0.00161063015904973
LLM.2017.10.15	NA	0.0958543983822043	0.159150657229525	NA	0.00475227502527806	0.0183013144590495	0.00202224469160768	0.0750252780586451	0.0057633973710819	0.0262891809908999	0.00343781597573306	NA	0.0441860465116279	NA	NA	0.0731041456016178	NA	0.0057633973710819	0.0262891809908999	NA	0.00121334681496461	0.0155712841253792	0.00333670374115268	0.000101112234580384	0.0140546006066734	0.0191102123356926	NA	0.00626895854398382	0.000202224469160768	0.00252780586450961	0.00111223458038423	0.000606673407482305	0.00667340748230536	0.00131445904954499	0.0102123356926188	0.047623862487361	0.0895854398382204	0.00546006066734075	0.0931243680485339	0.106167846309403	0.0183013144590495	0.00222446916076845	0.0112234580384226	0.000404448938321537	NA	NA	0.00364004044489383
LLM.2017.10.25	NA	0.0544080604534005	0.0979345088161209	NA	0.0036272040302267	0.0195465994962217	0.00181360201511335	0.0460453400503778	0.00574307304785894	0.014911838790932	0.00322418136020151	NA	0.0677078085642317	NA	NA	0.0747607052896725	NA	0.0123929471032746	0.0136020151133501	NA	0.00272040302267003	0.00755667506297229	0.00574307304785894	NA	0.0172292191435768	0.0580352644836272	0.00221662468513854	0.00664987405541562	0.00231738035264484	0.00564231738035265	0.000806045340050378	0.000403022670025189	0.0113853904282116	0.0444332493702771	0.00846347607052897	0.0696221662468514	0.108916876574307	0.0118891687657431	0.0805037783375315	0.119294710327456	0.00957178841309824	0.00181360201511335	0.00554156171284635	0.000302267002518892	0.000100755667506297	NA	0.00312342569269521
LLM.2017.11.09	NA	0.0471172357888337	0.388489208633094	0.000709291721552336	0.00628229810517783	0.0168203465396697	0.00496504205086635	0.00192522038707063	0.00151991083189786	0.00293849427500253	0.00648495288276421	NA	0.0452933427905563	NA	NA	0.0410375924612423	NA	0.00607964332759145	0.0548181173371162	NA	0.0116526497112169	0.0166176917620833	NA	0.000202654777586382	0.000405309555172763	0.0178336204276016	NA	0.00820751849224846	0.00131725605431148	0.00212787516465701	0.000709291721552336	0.000303982166379572	0.00496504205086635	0.00293849427500253	0.00607964332759145	0.044077414125038	0.0842030600871416	0.000506636943965954	0.0531968791164252	0.0843043874759347	0.00172256560948424	0.00141858344310467	0.0172256560948424	0.00192522038707063	NA	NA	0.0135778700982876
LLM.2017.12.03	NA	0.0515432721404075	0.169659067984668	NA	0.00121040952188824	0.0182570102884809	0.00141214444220295	0.0658664514827517	0.00201734920314706	0.00847286665321767	0.00393383094613678	NA	0.0578979221303208	NA	NA	0.0989509784143635	NA	0.0118014928384103	0.0189630825095824	NA	0.00100867460157353	0.0210812991728868	NA	NA	0.00736332459148679	0.0423643332660884	0.0192656848900545	0.00756505951180149	0.000100867460157353	0.00443816824692354	0.00121040952188824	0.00030260238047206	0.0092798063344765	0.0126084325196692	0.0107928182368368	0.0640508371999193	0.117510591083317	0.0170466007665927	0.0378252975590075	0.0887633649384709	0.0164413960056486	0.000605204760944119	0.00585031268912649	0.000201734920314706	NA	NA	0.00433730078676619
LLM.2017.12.10	NA	0.06361528379877	0.115838290150217	NA	0.00322613166649864	0.0102832946869644	0.0040326645831233	0.0656316160903317	0.00514164734348221	0.0145175924992439	0.00221796552071781	NA	0.0638169170279262	NA	NA	0.128944450045367	NA	0.0057465470309507	0.0203649561447727	NA	0.00241959874987398	0.00141143260409315	NA	0.000201633229156165	0.00655307994757536	0.0206674059885069	0.0775279766105454	0.00292368182276439	0.00131061598951507	0.00756124609335618	0.000201633229156165	0.000201633229156165	0.00594818026010687	0.0259098699465672	0.00998084484323016	0.0661356991632221	0.0702691803609235	0.00625063010384111	0.0506099405181974	0.120677487649965	0.00695634640588769	0.00191551567698357	0.00715797963504385	NA	NA	NA	0.00383103135396713
LLM.2017.12.31	NA	0.0221774193548387	0.0914314516129032	NA	0.00191532258064516	0.0244959677419355	0.00201612903225806	0.0357862903225806	0.00181451612903226	0.0131048387096774	0.00554435483870968	NA	0.0565524193548387	NA	NA	0.121270161290323	NA	0.00514112903225806	0.00675403225806452	NA	0.00110887096774194	0.0176411290322581	NA	NA	0.0457661290322581	0.0912298387096774	0.0284274193548387	0.00151209677419355	NA	0.00393145161290323	0.000201612903225806	0.000604838709677419	0.000806451612903226	0.00383064516129032	0.0174395161290323	0.0710685483870968	0.171471774193548	0.00100806451612903	0.0278225806451613	0.106350806451613	0.00796370967741936	0.00191532258064516	0.00221774193548387	NA	NA	NA	0.00967741935483871
LLM.2018.01.14	NA	0.0191121448073617	0.146425321063808	NA	0.00364040853473556	0.0325614318940237	0.00232581656385883	0.0427748002831429	0.00232581656385883	0.00970775609262817	0.00485387804631409	NA	0.0392355142077055	NA	0.00010112245929821	0.0847406208919001	NA	0.00738193952876934	0.0285165335220953	NA	0.00262918394175346	0.00566285772069977	NA	NA	0.00020224491859642	0.0344827586206897	NA	0.00384265345333198	0.00192132672666599	0.0148650015168369	0.00030336737789463	0.00020224491859642	0.0079886742845586	0.105369602588735	0.00879765395894428	0.083729396298918	0.0911113358276873	0.00121346951157852	0.0445950045505107	0.140357973505916	0.00546061280210335	0.00455051066841946	0.0118313277378906	0.00020224491859642	NA	NA	0.0069774496915765
LLM.2018.01.24	NA	0.0350222042793702	0.177432377876463	NA	0.00191764230924505	0.0213968510294711	0.0020185708518369	0.0765038352846185	0.000908356883326605	0.0233144933387162	0.00322971336293904	NA	0.0495559144125959	NA	NA	0.0946709729511506	NA	0.0105974969721437	0.0141299959628583	NA	0.00111021396851029	0.0227089220831651	NA	0.00100928542591845	0.0101937828017763	0.0334073475979007	0.000302785627775535	0.00373435607589826	0.00040371417036738	0.00413807024626564	0.00111021396851029	0.00020185708518369	0.00141299959628583	0.0343157044812273	0.00736778360920468	0.0518772708922083	0.144731530076706	0.00514735567218409	0.0444085587404118	0.0998183286233347	0.0129188534517562	0.00282599919257166	0.00222042793702059	0.000302785627775535	NA	NA	0.00363342753330642
LLM.2018.02.12	NA	0.0473599355098751	0.14540507859734	NA	0.00161225312374043	0.0158202337767029	0.000806126561870214	0.0427247077791213	0.0043329302700524	0.0143087464731963	0.00272067714631197	NA	0.0490729544538493	NA	NA	0.0455461507456671	NA	0.00745667069729948	0.0115880693268843	NA	0.00292220878677952	0.00483675937122128	NA	0.000403063280935107	0.00282144296654575	0.0357718661829907	NA	0.00251914550584442	0.000201531640467553	0.00765820233776703	0.0013099556630391	NA	0.00141072148327287	0.202539298669891	0.00584441757355905	0.0577388149939541	0.0874647319629182	0.00634824667472793	0.049173720274083	0.124546553808948	0.00483675937122128	0.00201531640467553	0.00785973397823458	NA	0.000201531640467553	NA	0.00282144296654575
LLM.2018.02.25	NA	0.113408330799635	0.07864599168947	NA	0.0031417857504814	0.0169251038816256	0.000405391709739536	0.0482416134590048	0.00385122124252559	0.0274652883348536	0.0025336981858721	NA	0.028782811391507	NA	NA	0.0552346204520118	NA	0.00638491942839769	0.0142900577683186	NA	0.0019256106212628	0.00050673963717442	NA	NA	0.0019256106212628	0.0174318435188	NA	0.00293908989561163	0.00141887098408838	0.0169251038816256	0.000912131346913956	0.00131752305665349	0.00263504611330698	0.106111280024323	0.0151008411877977	0.0835106922063444	0.063747846356542	0.00354717746022094	0.0758082497212932	0.180703354616398	0.00364852538765582	0.00415526502483024	0.00983074896118374	NA	NA	NA	0.00658761528326746
LLM.2018.03.10	NA	0.0365656565656566	0.0678787878787879	NA	0.00161616161616162	0.025959595959596	0.00444444444444444	0.0136363636363636	0.00161616161616162	0.042020202020202	0.00505050505050505	NA	0.0417171717171717	NA	NA	0.0362626262626263	NA	0.00292929292929293	0.0093939393939394	NA	0.000505050505050505	0.00262626262626263	NA	NA	0.000303030303030303	0.0293939393939394	NA	0.00181818181818182	0.000303030303030303	0.0117171717171717	0.000808080808080808	0.000505050505050505	0.00131313131313131	0.242222222222222	0.0102020202020202	0.0546464646464646	0.13959595959596	0.00212121212121212	0.0213131313131313	0.173333333333333	0.00535353535353535	0.000404040404040404	0.00212121212121212	NA	NA	NA	0.0103030303030303
LLM.2018.03.26	NA	0.0218052738336714	0.12657200811359	NA	0.00476673427991886	0.0178498985801217	0.00202839756592292	0.0323529411764706	0.00547667342799189	0.051419878296146	0.00365111561866126	NA	0.0271805273833671	0.000202839756592292	NA	0.0386409736308316	NA	0.00862068965517241	0.0156186612576065	NA	0.00141987829614604	0.000202839756592292	NA	NA	0.0111561866125761	0.0502028397565923	NA	0.00628803245436105	0.00182555780933063	0.027079107505071	0.00304259634888438	0.00121703853955375	0.00121703853955375	0.00212981744421907	0.00669371196754564	0.0633874239350913	0.153651115618661	0.000709939148073022	0.0723123732251521	0.219776876267748	0.00212981744421907	0.00152129817444219	0.0111561866125761	NA	NA	NA	0.00669371196754564
LLM.2018.04.08	NA	0.0312436804853387	0.0543983822042467	NA	0.00151668351870576	0.0163801820020222	0.00667340748230536	0.0567239635995956	0.0038422649140546	0.0155712841253792	0.00252780586450961	NA	0.0172901921132457	NA	NA	0.0664307381193125	NA	0.00434782608695652	0.00738119312436805	0.000404448938321537	0.00111223458038423	0.00101112234580384	NA	NA	0.00505561172901921	0.0360970677451972	NA	0.00131445904954499	NA	0.0239635995955511	0.000808897876643074	0.00101112234580384	0.00111223458038423	0.237209302325581	0.0133468149646107	0.0836198179979778	0.0842264914054601	0.00202224469160768	0.0321536905965622	0.173306370070779	0.00707785642062689	0.00556117290192113	0.00141557128412538	NA	NA	NA	0.0038422649140546
LLM.2018.04.20	NA	0.0166163141993958	0.273212487411883	NA	0.00342396777442095	0.0209466263846928	0.00231621349446123	0.0281973816717019	0.00161127895266868	0.0261832829808661	0.00392749244712991	NA	0.0306143001007049	NA	NA	0.144410876132931	NA	0.00443101711983887	0.0254783484390735	NA	0.000503524672708963	0.00926485397784491	NA	0.00040281973816717	0.00443101711983887	0.0348439073514602	NA	0.00302114803625378	0.000201409869083585	0.00412890231621349	0.00040281973816717	0.000604229607250755	0.00443101711983887	0.00825780463242699	0.0107754279959718	0.0431017119838872	0.102316213494461	0.00352467270896274	0.0579053373615307	0.108358509566969	0.00835850956696878	0.00120845921450151	0.00584088620342397	0.000503524672708963	NA	NA	0.00624370594159114
