feature	Alcaligenaceae	Bacteroidaceae	Bifidobacteriaceae	Burkholderiaceae	Christensenellaceae	Clostridiaceae	Coriobacteriaceae	Desulfovibrionaceae	Enterobacteriaceae	Erysipelotrichaceae	Fusobacteriaceae	Lachnospiraceae	Methanobacteriaceae	Pasteurellaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	S24-7	Synergistaceae	Unclassified Cyanobacteria	Unclassified Firmicutes	Unclassified Proteobacteria	Unclassified Tenericutes	Veillonellaceae	Verrucomicrobiaceae	[Barnesiellaceae]	[Paraprevotellaceae]	[Tissierellaceae]
LLM.2017.09.16	-7.88584160865848	-3.53164471029877	NA	NA	-8.06870566580829	-8.42017803630967	-10.9562309365499	-7.12841191193256	-5.88584160865848	-7.32396272105036	NA	-1.61638093366525	NA	NA	-6.02077118874459	-6.61994754868544	-12.2781590314372	-3.52996618184778	-1.96527607615288	-5.13860767903844	-10.4708041093796	-7.1906961901869	-4.07358788718803	-6.60573368946574	-8.23376491207878	-5.79434325417298	-4.45798006902205	-7.69319653071608	NA	NA
LLM.2017.10.15	-7.3175584952596	-2.65153498013899	NA	NA	-8.62789861587175	-8.3175584952596	-10.6867923049253	-6.57131508750538	-7.74819284958946	-6.61354332289468	NA	-1.8512681928207	NA	NA	-5.24938699261802	-6.00496826495157	-13.2717548056465	-3.42469745955514	-2.5126988664863	-5.77190891856327	-12.2717548056465	-7.22736068628802	-4.39217155603369	-7.516867303483	-8.81232318700918	-5.1632303488683	-3.38301155674821	-6.47733893929637	NA	NA
LLM.2017.10.25	-7.23245726755923	-3.3520388833119	NA	NA	-7.46949646486008	-8.57641166877659	-11.2768513869177	-6.73769257580965	-4.25448357388923	-6.86746045077998	NA	-1.87383936334269	NA	NA	-6.20003578986685	-7.0480326964218	NA	-3.63479969398971	-1.9577438110927	-6.70699577858673	-8.75328943086067	-6.45667242450249	-3.84430948652942	-6.39420833755584	-9.10692638547537	-5.80111795595128	-4.20003578986685	-7.49549167339302	NA	NA
LLM.2017.11.09	-6.92883818934356	-1.36405357056004	-10.4613332701706	NA	-8.87637076944943	-7.46133327017059	-11.683725691507	-7.00190165153329	-8.41070719710062	-7.36179759661967	NA	-2.60424090768022	NA	NA	-4.18920340840137	-5.91113618761011	-12.2686881922282	-4.2325145796747	-2.70358611386788	-9.18122535097785	-9.5682484740871	-7.65397834811298	-4.5038166014921	-10.9467600973408	-9.46133327017058	-5.91996003799711	-4.4076012862328	-5.85929725609049	NA	NA
LLM.2017.12.03	-7.04643285297445	-2.55928955321518	NA	NA	-7.81581992483303	-8.57481182532923	-11.6902890427492	-8.27525154347033	-4.97147079529322	-6.53378455706918	NA	-1.66100181578093	NA	NA	-5.72066269179269	-5.56789241138944	NA	-4.72450475808708	-2.31597403774982	-5.92652338923925	-13.2752515434703	-6.75168958741331	-3.9646387618108	-5.87437210718814	-10.6902890427492	-6.69028904274917	-4.27807206253271	-7.41727054834275	NA	NA
LLM.2017.12.10	-8.41799796984805	-3.10981588232951	NA	NA	-7.04716027447974	-7.88366154219686	-12.2759789649756	-6.9009395336287	-3.27316394936857	-6.64662234489601	NA	-1.79720934549986	NA	NA	-5.61776748222383	-9.46862404291802	-12.2759789649756	-4.30443541102485	-2.24531182872868	-7.16745450819745	-9.57553924683453	-7.39333591561378	-3.91842696035754	-7.32178265458875	-9.02805145153204	-5.88366154219686	-3.97448276999307	-7.12623184547094	NA	NA
LLM.2017.12.31	-9.36923380966572	-3.45116566474571	NA	NA	-7.99072218641199	-8.81669278663694	-10.6911619045531	-8.06667103964529	-4.95419631038687	-5.84149617763751	NA	-1.27225517329518	NA	NA	-7.21003521481647	-5.82491329344191	NA	-5.16759994849607	-1.94744947794629	-6.97234365709713	NA	-10.2761244052742	-3.81464495798808	-9.95419631038687	-9.02819689183065	-6.13657305287544	-5.49476469174958	-8.81669278663694	NA	NA
LLM.2018.01.14	-8.02368141070816	-2.77176303706854	NA	NA	-6.07193657931538	-8.57116920601065	-12.2716089241517	-7.3889658747899	-3.24646936187324	-6.82866542830302	NA	-1.92509519098611	NA	NA	-5.13205757175295	-7.46425400209414	NA	-4.48697407859422	-2.17489376966321	-7.51672142198828	-9.02368141070816	-6.96782817597464	-3.57812196665242	-9.68664642343059	-7.77975582782207	-6.31741261376487	-5.70936649993067	-6.40124420456834	NA	NA
LLM.2018.01.24	-8.06492478761741	-2.49465879810296	NA	NA	-7.91682614862828	-8.32018184285949	-12.2743781532464	-8.46702323118876	-4.85231338707355	-7.08455359436635	NA	-1.49671187236561	NA	NA	-6.1450951363014	-5.46059696202933	-9.952450058359	-4.4930184397217	-2.37049630751018	-6.27437815324636	-11.2743781532464	-9.46702323118876	-4.26875360405248	-7.60195281127487	-8.46702323118876	-5.33774021424379	-4.8355863006681	-8.81494653460907	NA	NA
LLM.2018.02.12	-8.63284983011771	-2.78185043540123	NA	NA	-7.02877850644885	-8.88438859711367	NA	-7.39406297053059	-2.30372623382614	-7.36981542428391	NA	-2.32250970950556	NA	NA	-6.43121596894806	-7.69174351917127	-11.2767060198924	-4.34596868232954	-2.20524365733581	-7.69174351917127	-12.2767060198924	-9.46935109783483	-4.11431469113553	-7.29942609639251	-8.95477792500507	-5.85885350500653	-4.40018907332743	-6.99130380103018	NA	NA
LLM.2018.02.25	-8.41041479842899	-3.66848295136943	NA	NA	-5.88469150108251	-9.56795607541547	-9.56795607541547	-7.15987133677839	-3.23635006662575	-6.0492272730944	NA	-2.3570038057131	NA	NA	-6.12884444115776	-10.9464676986692	NA	-3.72150133366892	-2.09972367542433	-8.09847079211425	-9.46104087149895	-8.56795607541547	-3.58189526637334	-8.13911277661159	-7.91084378893848	-5.08848670354162	-3.14040147258016	-6.66848295136943	NA	NA
LLM.2018.03.10	-9.10328780841202	-3.88089538707557	NA	NA	-6.41523181472676	-7.57277309171324	-10.951284714967	-8.27321280985433	-2.04559686644011	-6.61500132710254	NA	-2.11334147307594	NA	NA	-6.7340539987463	-8.57277309171324	NA	-5.55211362114715	-2.01523575129036	-7.54529235529114	-11.6882503091332	-9.57277309171324	-4.19372802602752	-8.88089538707557	-11.2732128098543	-4.55553638678794	-4.77336692277113	-8.88089538707557	NA	NA
LLM.2018.03.26	-7.3131756208784	-2.98196971240303	NA	NA	-5.20667599957772	-7.62351574149055	-9.68240943054412	-6.60916044851348	-8.87505450848651	-7.22297781190682	-12.2673719312653	-1.92141233486116	NA	NA	-6.00058539057037	-12.2673719312653	NA	-3.78961366482139	-1.70942964447783	-8.87505450848651	-9.09744692982296	-9.68240943054412	-3.97965955171582	-10.4600170092077	-9.36048133565676	-4.24223236898677	-5.51917908167581	-6.48601221774061	NA	NA
LLM.2018.04.08	-9.57131508750538	-4.20029244308985	NA	NA	-5.38301155674821	-7.06230144001752	-9.94982671075911	-7.54383435108327	-2.07576750761796	-6.22736068628802	NA	-2.08811942417325	NA	NA	-7.08193024676646	-9.94982671075911	NA	-4.95887185036212	-2.11377635570104	-7.14247178870151	NA	-9.81232318700918	-3.5800112864752	-8.94982671075911	-7.49039509212181	-5.90543259140066	-5.0002917777421	-9.46439988358887	NA	-11.2717548056465
LLM.2018.04.20	-8.37068740680722	-1.87190467013387	NA	NA	-7.92002599779765	-8.52269050025227	-10.6926155016946	-7.63372181264101	-6.92002599779765	-6.53611101601459	NA	-1.68745882830856	NA	NA	-5.29458442772143	-6.75401604635872	-11.2775780024157	-4.110159856584	-2.48804435744538	-6.90253857106881	-12.2775780024157	-7.81814638377844	-4.53611101601459	-8.14829498547077	-9.69261550169458	-5.20076240536491	-5.91125578816992	-7.41959700728816	NA	NA
LLM.2018.05.13	-8.37025148142518	-2.16209842687199	NA	NA	-6.91959007241561	-8.95521398214633	-10.9552139821463	-6.8014086460673	-6.91959007241561	-6.99173985817145	NA	-2.59590366525589	NA	NA	-4.91959007241561	-9.46978715497609	NA	-4.12993715209147	-1.83057566796763	-7.75358012097668	-12.2771420770337	-9.18967923578336	-3.29986215353378	-8.06768871140475	-9.5767023588926	-5.07746973219733	-4.54243245680786	-6.16861762025553	NA	NA
LLM.2018.05.27	-7.4432343911095	-2.62238362656767	NA	NA	-7.34538706771135	-8.32192809488736	-10.2761244052742	-6.48170853892413	-5.04250472851454	-7.46876948321663	-11.6911619045531	-2.44719457762275	NA	NA	-5.08136755085199	-7.52123690311077	NA	-3.9838027724722	-2.17218097538268	-5.21542847358668	-9.81669278663694	-6.86673346913654	-4.15978044403677	-3.21003521481647	-11.6911619045531	-4.98610555834162	-4.914180631539	-7.57568468713315	NA	NA
LLM.2018.06.10	-9.02965048897215	-2.57021887033485	NA	NA	-6.40721328283233	-6.7229891507381	-10.9556499075284	-7.52269050025227	-3.03797947316661	-6.95564990752837	-12.2775780024157	-2.04455757594124	NA	NA	-4.96016538865087	-7.88526057963698	-12.2775780024157	-4.16644233218103	-2.46620330890579	-6.3949349530539	-12.2775780024157	-9.37068740680722	-3.74619654189942	-7.41959700728816	-9.1901151611654	-5.17429019400371	-5.43208795147136	-6.59107747523252	NA	NA
LLM.2018.06.24	-8.11070079606687	-2.16623274264187	NA	NA	-6.48620993115907	-7.44773578334444	-11.695663296788	-6.97684504933208	-9.03269828406559	-6.56638027984306	NA	-2.17014248769295	NA	NA	-4.28344631657156	-9.47327087545157	NA	-3.48458618867941	-2.34031220036321	-7.30334587400926	NA	-8.63676960773445	-5.018530952139	-3.85017324584365	-10.9586977026218	-5.78077991042597	-4.83768230166045	-6.4351357465648	NA	NA
LLM.2018.07.01	-10.4416103415501	-3.381686523898	NA	NA	-6.31822792604477	-9.07904026216534	-8.49407776144419	-8.24896526360766	-8.11968224666269	-4.53815882990831	NA	-2.40897419306777	-12.2489652636077	NA	-5.46106270421623	NA	NA	-4.2688256859685	-2.18287607314988	-10.0790402621653	-10.6640027628865	-11.6640027628865	-2.62874543810017	-4.17750290105103	-7.60510907383293	-6.82270050890556	-3.11968224666269	-7.60510907383293	NA	NA
LLM.2018.07.17	-10.2682495719945	-3.57302128049874	NA	NA	-6.8088179533572	-6.19143397494366	-9.09832457055218	-7.87593214921573	-4.59936458772825	-5.27389613513563	NA	-2.09707277434272	NA	NA	-6.91069756737641	-8.62439338221977	-11.6832870712733	-4.72909076088646	-1.87593214921573	-6.69839396366354	NA	-9.94632147710713	-3.47545927769343	-3.41650053057843	-9.26824957199449	-5.03462989523479	-4.77639647566482	-9.36135897638597	NA	NA
LLM.2018.07.18	-8.63749432520631	-3.43586046403666	NA	NA	-7.09152595610102	-8.75778855892402	-11.6963880142599	-8.03342300153745	-1.61025178923257	-7.37445991937252	NA	-2.28205512795763	NA	NA	-5.48045061506073	-8.69638801425988	NA	-4.24517690242755	-2.60011210320323	-9.58091079683994	-11.281350514981	-9.95942242009367	-4.69638801425988	-5.1938876737307	-12.281350514981	-5.99594829611879	-5.60892517300954	-7.7267616633034	NA	NA
LLM.2018.07.29	-6.40721328283233	-2.67766516022861	NA	NA	-7.7229891507381	-7.3949349530539	-12.2775780024157	-7.60515266044424	-3.32775129165663	-8.41959700728816	NA	-2.15151888634506	NA	NA	-4.85131324771364	-6.34684066485285	NA	-4.56677156871638	-1.9997094562389	-5.89387370994168	-12.2775780024157	-6.75401604635872	-4.06812463678679	-5.49621828889108	-9.95564990752837	-5.44468798825099	-6.34684066485285	-7.69261550169458	NA	NA
LLM.2018.08.11	-7.5213823287488	-3.73517321556275	NA	NA	-6.80053639994587	-6.61805834816048	-12.2762698309123	-6.66155998679706	-3.22778295691993	-6.81683821227497	NA	-2.25182270687162	NA	NA	-6.7844167345826	-8.95434173602491	NA	-3.7844167345826	-2.01065478442781	-5.53480284451112	-9.69130733019112	-8.4182888357847	-3.83747797833401	-3.96112026865597	-9.57583011277118	-4.80053639994587	-5.1677453741341	-6.97248908273517	NA	NA
LLM.2018.08.25	-8.68795882614585	-3.2340023375747	NA	NA	-7.04410263637112	-6.98751910800475	-9.95099323197964	-7.51803382470353	-2.08247930808418	-6.58642079968378	NA	-2.49238155939504	NA	NA	-7.08309676798699	-8.18545848561666	NA	-4.4305709834532	-2.19343654304019	-8.88060390408824	-7.18545848561666	-9.10299632542469	-4.1181032178149	-7.02499381342342	-9.18545848561666	-5.43371753877006	-3.97371330847972	-7.71833247518937	NA	NA
LLM.2018.08.31	-8.37228467388696	-3.20637273495127	NA	NA	-7.9216232648774	-7.88685784671672	-10.6942127687743	-7.63531907972076	-1.96515856559412	-8.23478115013703	NA	-2.45899630708029	NA	NA	-6.45899630708029	-7.55125481493228	-12.2791752694955	-3.29618169480117	-2.58133891153311	-8.95724717460812	-10.2791752694955	-7.21308607903771	-4.5718161374146	-6.99377305063323	-10.2791752694955	-5.8782958332133	-4.03600128602253	-6.74001645838745	NA	NA
LLM.2018.09.01	-8.75256244921722	-3.71770369200557	NA	NA	-7.66141456115903	-7.4432343911095	-10.2761244052742	-6.48170853892413	-2.64403799243906	-6.54820395071104	NA	-2.09248902380102	NA	NA	-6.7215355535966	-7.63226821549951	NA	-3.31467471087604	-2.26559629938775	-9.1886615640239	-8.69116190455308	-8.32192809488736	-4.5414147850484	-5.04730571477836	-10.1061994038319	-4.95871179150937	-4.47846287942048	-6.34538706771135	-12.2761244052742	NA
LLM.2018.09.18	-8.23463601709119	-3.7495995823035	-12.2790301364496	NA	-8.75546818039264	-7.75546818039264	-10.471675214392	-6.7091745281187	-2.33212386199325	-6.97524938827255	-11.6940676357285	-2.09167806324915	NA	NA	-6.57859041830856	-3.5545162833297	NA	-5.0263647039994	-2.27551222434105	-5.40866541686624	-11.2790301364496	-8.23463601709119	-4.30748658249888	-10.471675214392	-13.2790301364496	-4.7016013084139	-6.19156729519931	NA	NA	NA
LLM.2018.09.19	-7.69522829149575	-2.46320716896153	NA	NA	-9.57975107407581	-7.72560194053927	NA	-7.63633460244218	-2.9729899830761	-8.4728358701593	NA	-2.21544802746665	NA	-11.6952282914958	-5.55909160350972	-3.3303640814578	NA	-4.65448194915244	-2.41523087707431	-5.44730077805217	NA	-7.13044367271222	-4.57975107407581	-10.2801907922169	-11.6952282914958	-5.23579667285845	-6.77239615201821	-11.2801907922169	NA	-13.2801907922169
LLM.2018.09.24	-8.03153797835038	-2.546450170108	NA	NA	-11.279465491794	-9.82003387315667	-13.279465491794	-8.8871480690152	-1.67259765441981	-7.85320073709187	NA	-2.49564873247378	NA	-11.279465491794	-5.87858605551178	-3.08964093291395	-13.279465491794	-5.07489434754476	-3.22689744098981	-7.25709767876551	NA	-10.6945029910728	-5.19200265054362	-12.279465491794	-10.9575373969066	-6.05064680129808	-8.07001212616501	-10.9575373969066	NA	NA
LLM.2018.09.29	-8.52196388475421	-3.83390789106895	-11.6918888861965	NA	-8.10692638547537	-8.75328943086067	-10.6918888861965	-7.44396137275294	-1.59473462196761	-8.57641166877659	-12.2768513869177	-2.15467048565793	-11.6918888861965	-12.2768513869177	-6.97307063874058	-5.72226253524005	-10.1069263854754	-4.15791031419417	-2.42822844648834	-7.27685138691768	NA	-9.81741976828038	-4.5153001544732	-11.6918888861965	-8.75328943086067	-5.49549167339302	-7.01006484622278	-8.95492329203032	NA	-13.2768513869177
LLM.2018.10.03	-7.41596026464928	-3.0791844053546	-12.2739412597768	NA	-8.10401625833454	-9.02601374633326	-10.6889787590557	-6.84767650507475	-2.36180040348113	-7.68897875905569	-12.2739412597768	-2.18913287197249	-11.6889787590557	-13.2739412597768	-5.88162383699809	-4.73866588315605	-10.2739412597768	-3.35656918030001	-2.41985207990627	-6.47952539342674	-10.2739412597768	-7.63008507000212	-4.38519801087859	-9.57350154163576	-9.81450964113955	-5.73478244866882	-6.63008507000212	-7.54602080521365	NA	-12.2739412597768
LLM.2018.10.07	-7.11440222021865	-1.90165753367727	-12.2641493397233	NA	-7.67918683900217	-9.26414933972333	-10.4567944176657	-7.05469597409438	-3.6202931499486	-7.33341200216044	-11.2641493397233	-3.12331956895033	-10.4567944176657	NA	-4.70956048804569	-7.50926183755986	-9.80471772108603	-2.7633074601664	-2.30125333438607	-7.80471772108603	-11.2641493397233	-7.13486632277836	-4.23072633818588	-7.94222124483597	-10.4567944176657	-7.26414933972333	-5.83788458502123	-5.812938227891	NA	NA
LLM.2018.10.17	-8.06171782551082	-3.27117119113977	-11.6862086904186	NA	-6.98576897227752	-8.14188817419481	-11.2711711911398	-7.48981147761511	-2.06537794174262	-6.93132118825515	-13.2711711911398	-2.09064038379529	-11.2711711911398	NA	-6.01378334844712	-9.10124618969746	-11.6862086904186	-4.1890221497859	-2.56208737858943	-5.75547135285573	-9.68620869041862	-7.98576897227752	-3.64181457106016	-8.57073147299868	-10.2711711911398	-6.46381626908217	-4.99040042100917	-10.2711711911398	NA	NA
LLM.2018.11.04	-7.38355786313712	-2.89769445099127	-11.266200912499	NA	-6.32368640715972	-9.9442728176116	-9.80676929386166	-7.83993615779686	-4.57970038531574	-6.74263895644195	-13.266200912499	-3.09878276666722	-9.68123841177781	NA	-4.93528403438434	-7.62234472272424	-11.6812384117778	-2.77735656604162	-2.02302692902601	-8.80676929386166	-11.266200912499	-10.9442728176116	-3.90864890788088	-10.9442728176116	-11.266200912499	-6.0470323920368	-2.75642590817202	-7.05674754687001	NA	NA
LLM.2018.11.14	-7.29637000044378	-2.79690372000423	-11.6886874232225	NA	-7.12390280443901	-8.68868742322254	-13.2736499239437	-7.68868742322254	-2.47517812284207	-7.65894007982848	-13.2736499239437	-2.06907877969449	-10.9517218290563	NA	-5.34883742033791	-4.25405919558581	-10.9517218290563	-4.05933080314293	-2.50216045444309	-5.70379431561274	-11.2736499239437	-6.26242266852044	-4.94722043682139	-7.08382536506367	-8.46629500188609	-6.00686338324879	-7.46629500188609	-10.2736499239437	NA	NA
LLM.2018.11.24	-8.07044735017381	-3.66519087168755	NA	NA	-6.97611996762566	-8.75633875974575	-9.57946099766167	-7.69493821508161	-2.43441066485839	-6.47254579374516	NA	-1.84997097444949	NA	NA	-5.93117256157168	-10.1099757143605	NA	-3.44542966581854	-2.29548225700162	-7.37301012019424	-11.6949382150816	-9.27990071580276	-3.85363596110066	-8.32570440541589	-8.1506176988578	-6.20308511875193	-5.91357850155695	-10.4725457937452	NA	NA
LLM.2018.12.01	-7.75633875974575	-3.58641375830344	-12.2799007158028	NA	-7.17137625902459	-8.42191972067519	-10.9579726209154	-7.25753290277431	-3.26448566341607	-6.20308511875193	NA	-1.70247188776701	NA	NA	-5.99449849694051	-9.37301012019424	-11.2799007158028	-3.4126219760931	-2.34032150148807	-6.59340018861954	-12.2799007158028	-8.03197320235918	-3.6987001338778	-7.07044735017381	-7.92234871118468	-6.23550659644431	-4.51502912506667	-9.69493821508161	NA	NA
LLM.2018.12.12	-7.41581460408669	-2.76303143129637	-12.2737955992143	NA	-7.39115254985242	-8.75023364315725	-11.6888330984931	-6.75023364315725	-5.51224436676979	-6.12404847970958	NA	-1.98435302352593	NA	NA	-5.18103845829441	-6.61558411646247	NA	-2.98723783760631	-2.0716717753838	-5.91624359459618	NA	-6.53232861281312	-4.2851109124421	-6.24037259767681	-8.36690500360575	-6.03539085988919	-5.33715766021169	-8.31959928882739	NA	NA
LLM.2018.12.25	-7.99464354243814	-3.42517737804015	-8.95811766641302	NA	-7.39740271193854	-7.88772833852162	-11.2800457613004	-7.88772833852162	-4.70261693326464	-7.1302986417957	-9.28004576130038	-1.53900018429055	NA	NA	-5.47914586138008	-7.0512270708045	-12.2800457613004	-3.67827497289267	-2.172828685709	-6.18201367833986	-13.2800457613004	-5.47269083924278	-3.63078958378307	-7.55212530673719	-7.55212530673719	-6.00392135602615	-5.71019015296944	-8.69508326057923	NA	NA
LLM.2019.01.13	-7.92147813183156	-3.7752043984539	-8.81959851781235	NA	-6.56478461878353	-8.37213954084113	-11.6940676357285	-7.14974711950468	-6.021642293757	-7.52414263428618	NA	-1.94923379822895	NA	NA	-5.77918424936644	-7.9936279175874	-12.2790301364496	-3.34977172781268	-2.29817653006991	-4.92147813183156	-10.1091051350073	-8.63517394667492	-3.5630681461945	-3.30175021294973	-8.75546818039264	-5.88671271367089	-4.29889055881049	-8.0695767708207	NA	NA
LLM.2019.01.27	-7.75256244921722	-3.10119872277356	-9.1886615640239	NA	-6.60369906330274	-8.10619940383192	-10.2761244052742	-7.34538706771135	-5	-6.46876948321663	NA	-2.11184596697307	NA	NA	-5.40575968569083	-8.41814341014667	NA	-3.12004132898556	-2.3483464431919	-5.42437536385818	-10.9541963103869	-7.12637728576956	-3.91857240065615	-3.30027643726745	-8.1886615640239	-5.36323506904428	-5.93627440238961	-9.10619940383192	NA	NA
LLM.2019.02.10	-7.95317792025875	-3.15357249780608	-9.27510601514611	NA	-6.56086049747999	-8.1051810137038	-10.690143514425	-7.02717850170253	-6.60268067317462	-6.480690148796	NA	-2.01242387278395	NA	NA	-5.82389490331378	-7.57466629700502	-13.2751060151461	-3.32090970475924	-2.08899177560447	-4.91755401052803	-10.4677510930885	-7.20901682468834	-3.81567439650881	-3.79532575111701	-7.98970379628386	-5.79937258417971	-5.32673878356143	-9.27510601514611	NA	NA
LLM.2019.02.24	-7.77434781616929	-3.32956297349639	-7.9442728176116	NA	-5.80676929386166	-8.74263895644195	-9.17873807124862	-6.66628807031183	-5.93528403438434	-6.72704210139093	NA	-1.91691968368151	NA	NA	-5.83993615779686	-9.80676929386166	-12.266200912499	-4.30619898043088	-1.99941437180406	-6.45884599044136	-9.45884599044136	-8.45884599044136	-3.51131341033549	-3.9924053132847	-8.35931031689044	-5.93528403438434	-4.03738222200308	-8.09627591105665	NA	NA
LLM.2019.03.18	-9.10022429587419	-3.36626745158032	-7.02222178387292	NA	-8.06069593168755	-7.77829620098683	-8.62629310754178	-7.6554394532013	-2.73293089677791	-5.19333370026567	NA	-2.26592883099831	NA	NA	-5.00805445194632	-7.5422288427533	NA	-3.58540067689488	-1.9692248063402	-6.0033627566216	-11.6851867965953	-9.4627943752589	-4.1077579685596	-5.48224673792507	-9.36325870170799	-6.44997033490132	-7.51526179515303	-10.2701492973165	NA	NA
LLM.2019.03.31	-7.22779824228618	-2.65840289717206	-9.1847295203943	NA	-5.81276074300734	-8.74863040558762	-9.81276074300734	-7.16366790486647	-4.70233675331369	-7.12244524213996	NA	-2.40568614941844	NA	NA	-5.69476353360889	-11.2721923616446	NA	-2.88956833506972	-2.2877739028435	-6.19537676459381	NA	-8.36530176603612	-4.14807104981545	-3.40182764206123	-6.55794684397851	-5.37132555366389	-7.36530176603612	-8.51730485948117	NA	NA
LLM.2019.04.14	-6.839643254529	-3.23386228230029	-7.17844516798076	NA	-5.95302505394675	-8.2659080092311	-9.09598300778879	-7.38326495986926	-8.74234605317409	-6.31171169884423	NA	-2.38555920107507	NA	NA	-5.27722332245894	-9.2659080092311	-12.2659080092311	-2.64477189595646	-2.22493341041379	-6.68094550850994	-10.4585530871735	-7.8064763905938	-3.63837412475831	-3.55682419668076	-7.2659080092311	-5.47149214288099	-5.09598300778879	-7.74234605317409	NA	NA
LLM.2019.04.28	-7.87417633353342	-2.82355026046346	-7.17903091506184	NA	-5.43360374214744	-7.48513404278752	-9.68153125559103	-6.94456566142482	-7.71190490463455	-6.69663814798124	NA	-2.34986783410095	NA	NA	-5.68906492827644	-10.4591388342546	NA	-4.49170669671101	-2.40463141625303	-6.28921383281227	-11.681531255591	-9.09656875486987	-3.46397739119096	-2.62896320478687	-7.62263756653746	-5.31812652472751	-4.47533086775717	-8.26649375631218	NA	NA
LLM.2019.05.12	-8.41391967726397	-3.71347995912288	-7.91434866777346	NA	-5.71731182071391	-7.34116333482866	-9.27190067239154	-6.71731182071391	-8.51701317022808	-7.24953285936309	NA	-2.13875845999094	NA	NA	-5.82068956055921	-10.9499725775042	-9.94997257750418	-4.52035661330244	-2.19108314478322	-6.86250973625384	-10.6869381716704	-10.4645457503339	-3.81042122510539	-2.06244730676259	-8.81246905375425	-5.39538372582654	-6.26067341696829	-8.57146095425045	NA	NA
LLM.2019.05.19	-7.36398869972027	-3.36098621155874	-7.98547707646654	NA	-6.28219460855662	-7.84461454062669	-10.6859167946076	-7.36398869972027	-7.51599179316532	-6.98547707646654	-12.2708792953288	-2.01998875960544	NA	NA	-5.64882747587241	-7.51599179316532	-9.94895120044142	-4.58088132390934	-2.35724186727968	-5.1571371292796	-13.2708792953288	-6.51599179316532	-3.5878847116471	-2.5782637936342	-8.22648517597033	-6.50269497055186	-4.72784747507355	-8.31668298494191	NA	-11.2708792953288
LLM.2019.06.02	-7.98094512297364	-3.17888450058555	-7.74278538577888	NA	-5.42714355373895	-7.71175849015826	-9.35945674622737	-7.35945674622737	-5.63699072175628	-6.72718853072786	NA	-1.93991785471359	NA	NA	-5.64429552237952	-9.17888450058555	-8.22195322247744	-4.49816301705897	-2.0789952686354	-6.11660022233121	NA	-7.74278538577888	-3.40216119718161	-3.8069157231986	-7.98094512297364	-5.75064750355185	-4.63699072175628	-9.5659076236948	NA	NA
LLM.2019.06.16	-8.1041619041921	-3.54957305251446	-8.31989059524754	NA	-6.97030615745731	-7.04526821513853	-9.81465528699712	-7.91653490101633	-6.0842623467544	-6.5875863784512	NA	-1.8694775077967	NA	NA	-6.3671963100259	-7.12433978612973	-10.1041619041921	-3.79430664160531	-2.44040615697967	-4.67417406344729	NA	-7.60166156366292	-3.46673198357681	-2.7762350686833	-7.98868468677217	-6.13453555323562	-6.37926914232647	-10.2740869056344	NA	NA
LLM.2019.06.23	-8.68985241372968	-3.21547045362641	-7.57437519630974	NA	-6.81538329581354	-7.75125295839382	-9.02688740100725	-7.68985241372968	-6.67490207226371	-6.0949058244359	NA	-2.4308938631618	NA	NA	-6.3323004091116	-10.1048899130085	NA	-4.10990798777515	-2.24690891788095	-7.29753499095092	-11.6898524137297	-10.9528868195635	-3.97560689606356	-1.88357132502339	-7.95288681956347	-5.94389803633622	-6.67490207226371	-10.2748149144508	NA	NA
LLM.2019.07.14	-7.14407551232173	-4.26773398007282	-11.2733585292667	NA	-5.9695777810896	-8.22896440990825	-9.68839602854554	-7.22896440990825	-3.81803130896214	-6.68839602854554	NA	-2.41537753413913	NA	NA	-6.8470937745646	-7.6009331872952	-10.1034335278244	-4.69971134177338	-1.92241934772027	-4.73032670901146	-10.9514304343793	-9.46600360720909	-4.23718491671321	-2.40376468602591	-8.51847102710323	-4.77750350237953	-7.22896440990825	-10.1034335278244	NA	NA
LLM.2019.07.28	-7.31185815791149	-7.05660110266942	-9.94412637341101	NA	-4.62580953207602	-8.45869954624077	-8.68109196757721	-6.77420137196869	-4.05660110266942	-5.77420137196869	-13.2660544682984	-2.68297170079544	NA	NA	-6.14711339557486	-10.4586995462408	-10.2660544682984	-3.17726622958146	-1.81226941280221	-8.68109196757721	-9.80662284966107	-11.2660544682984	-3.98760501007789	-2.86517503201619	-9.26605446829837	-5.89973225405255	-4.16276665988635	-7.22166034893992	NA	NA
LLM.2019.08.11	-7.60573368946574	-3.46117540818186	-8.37126843582872	NA	-7.37126843582872	-8.57771931329615	-9.27815903143724	-8.14887601449227	-4.18540189051739	-7.06870566580829	NA	-2.38334126812929	NA	NA	-7.60573368946574	-8.27815903143724	-10.6931965307161	-3.77433329344149	-2.15921795871373	-5.82694791960491	-11.6931965307161	-8.27815903143724	-3.3341791170935	-2.66805696843757	-7.42017803630967	-5.24473602989979	-5.95623093654988	-9.57771931329615	NA	NA
